PATRON,5.0049,,mg/L,0.7,0.0548,1,1,1,0.0545,0.0553,0.0547
BLANCO,-0.0193,,mg/L,24.9,-0.0002,1,1,1,-0.0002,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,70.4,0.0002,1,1,1,0.0003,0.0003,0
FASE 1,0.0372,,mg/L,21.2,0.0004,1,1,1,0.0004,0.0004,0.0005
PATRON,4.981,,mg/L,1.1,0.0546,1,1,1,0.0541,0.0553,0.0543
FASE 2,0.0412,,mg/L,22.7,0.0005,1,1,1,0.0005,0.0003,0.0005
FASE 3,0.0468,,mg/L,10.5,0.0005,1,1,1,0.0005,0.0006,0.0005
PATRON,4.9471,,mg/L,1.4,0.0542,1,1,1,0.0534,0.055,0.0542
BLANCO,-0.0046,,mg/L,>100,-0.0001,1,1,1,-0.0002,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,8,0.0002,1,1,1,0.0003,0.0002,0.0002
VSP NORTE,0.0113,,mg/L,57,0.0001,1,1,1,0,0.0002,0.0002
CELDA 8.1,0.0556,,mg/L,12.7,0.0006,1,1,1,0.0007,0.0006,0.0005
CELDA 8.2,0.034,,mg/L,29.4,0.0004,1,1,1,0.0003,0.0005,0.0003
CELDA 8.3,2.6556,,mg/L,0.5,0.0292,1,1,1,0.0293,0.0294,0.0291
PATRON,4.9756,,mg/L,1.1,0.0545,1,1,1,0.0539,0.0545,0.0551
BLANCO,0.0156,,mg/L,44.4,0.0002,1,1,1,0.0003,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,21.2,0.0004,1,1,1,0.0005,0.0003,0.0005
