PATRON,4.8808,,mg/L,0.3,0.0504,1,1,1,0.0502,0.0504,0.0505
BLANCO,-0.0447,,mg/L,27.8,-0.0005,1,1,1,-0.0003,-0.0006,-0.0005
BLANCO REACTIVO,0,,mg/L,9.3,-0.0017,1,1,1,-0.0016,-0.0016,-0.0019
FASE 1,0.0164,,mg/L,35.1,0.0002,1,1,1,0.0001,0.0002,0.0002
FASE 2,0.0147,,mg/L,89.5,0.0002,1,1,1,0.0002,0,0.0003
FASE 3,0.036,,mg/L,26.3,0.0004,1,1,1,0.0004,0.0003,0.0004
VSP NORTE,0.0221,,mg/L,52.2,0.0002,1,1,1,0.0001,0.0002,0.0004
CELDA 8.1,0.0337,,mg/L,26.7,0.0003,1,1,1,0.0003,0.0003,0.0004
CELDA 8.2,0.0331,,mg/L,12.3,0.0003,1,1,1,0.0003,0.0003,0.0004
CELDA 8.3,0.0893,,mg/L,1.8,0.0009,1,1,1,0.0009,0.0009,0.0009
PATRON,5.0319,,mg/L,1.4,0.0519,1,1,1,0.0514,0.0527,0.0516
BLANCO,-0.0057,,mg/L,19.3,-0.0001,1,1,1,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,3.7,-0.0021,1,1,1,-0.0022,-0.0021,-0.002
