PATRON,4.9338,,mg/L,0.5,0.0549,0.0551,0.0545,0.055
BLANCO,0.0049,,mg/L,>100,0.0001,-0.0001,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,3.6,-0.0015,-0.0015,-0.0016,-0.0015
CANAL,0.0032,,mg/L,>100,0,0.0001,0,-0.0001
FASE 1,0.0045,,mg/L,>100,0.0001,0.0001,0,0
FASE 2,-0.0024,,mg/L,>100,0,-0.0001,0,0
FASE 3,-0.0213,,mg/L,79.4,-0.0002,-0.0002,-0.0004,-0.0001
VSP NORTE,-0.0018,,mg/L,>100,0,0,0,-0.0001
CELDA 8.1,-0.0023,,mg/L,>100,0,0.0001,0,-0.0001
CELDA 8.2,-0.0271,,mg/L,77.2,-0.0003,-0.0002,-0.0002,-0.0006
CELDA 8.3,0.0249,,mg/L,55.8,0.0003,0.0003,0.0001,0.0004
PATRON,4.8296,,mg/L,1.7,0.0537,0.0548,0.053,0.0534
BLANCO,-0.0084,,mg/L,>100,-0.0001,-0.0001,-0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,7.7,-0.0013,-0.0014,-0.0012,-0.0013
