PATRON,4.9825,,mg/L,0.7,0.0531,1,1,1,0.0528,0.0535,0.0529
BLANCO,0.0038,,mg/L,>100,0,1,1,1,-0.0001,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,8.8,0.0017,1,1,1,0.0016,0.0017,0.0019
FASE 1,0.0123,,mg/L,>100,0.0001,1,1,1,0,0.0003,0.0001
FASE 2,0.0202,,mg/L,54.5,0.0002,1,1,1,0.0001,0.0002,0.0003
FASE 3,0.0101,,mg/L,>100,0.0001,1,1,1,0.0002,0.0002,0
VSP NORTE,0.0337,,mg/L,30,0.0004,1,1,1,0.0005,0.0003,0.0003
CELDA 8.1,0.0278,,mg/L,>100,0.0003,1,1,1,0,0.0009,0
CELDA 8.2,0.0206,,mg/L,42.4,0.0002,1,1,1,0.0003,0.0002,0.0001
CELDA 8.3,0.0473,,mg/L,13.7,0.0005,1,1,1,0.0004,0.0006,0.0005
PATRON,5.0517,,mg/L,2,0.0538,1,1,1,0.0544,0.0545,0.0526
BLANCO,-0.0255,,mg/L,30.4,-0.0003,1,1,1,-0.0002,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,5.4,0.0013,1,1,1,0.0013,0.0014,0.0013
