Analista,,,,,,,,,
Fecha de inicio,19/05/2023 02:28 a. m.  GMT: 19/05/2023 08:28 a. m.,,,,,,,,
Hoja de trabajo,SA001116_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9818,,mg/L,0.4,0.1348,0.1353,0.1348,0.1343
,BLANCO,-0.0011,,mg/L,29,-0.0002,-0.0001,-0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,67.2,0.0001,0.0001,0.0002,0.0001
,SA001116-001,21.9583,,mg/L,0,0.124,0.1239,0.124,0.124
,SA001116-002,14.5742,,mg/L,0.6,0.0829,0.0824,0.0832,0.0832
,SA001116-003,22.4167,,mg/L,0.4,0.127,0.1272,0.1275,0.1265
,SA001116-004,29.6255,,mg/L,0.5,0.1672,0.1661,0.1678,0.1676
,SA001116-005,45.9251,,mg/L,0.5,0.2433,0.2418,0.2439,0.2442
,PATRON,1.0034,,mg/L,0.7,0.1319,0.1319,0.1309,0.1328
,SA001116-006,56.5656,,mg/L,0.6,0.2915,0.2895,0.2928,0.2922
,SA001116-007,40.1286,,mg/L,0.2,0.2092,0.2097,0.2091,0.2089
,SA001116-008,42.9512,,mg/L,0.5,0.2212,0.2206,0.2226,0.2205
,SA001116-009,36.7123,,mg/L,0.5,0.1936,0.1926,0.1936,0.1946
,SA001116-010,-0.0536,,mg/L,20.2,-0.0003,-0.0002,-0.0003,-0.0003
,PATRON,0.9965,,mg/L,0.6,0.131,0.1307,0.1319,0.1303
,BLANCO,0.0012,,mg/L,>100,0.0002,0.0004,0.0001,0
,BLANCO REACTIVO,0,,mg/L,12.9,0.0006,0.0006,0.0007,0.0006
,SA001116-011,0.246,,mg/L,6,0.0014,0.0013,0.0014,0.0014
,SA001116-012,29.7477,,mg/L,0.7,0.1561,0.1562,0.155,0.1572
,SA001116-013,17.9129,,mg/L,0.3,0.0962,0.0964,0.0959,0.0963
,SA001116-014,6.8411,,mg/L,0.5,0.0365,0.0364,0.0364,0.0368
,SA001116-015,12.9057,,mg/L,0.8,0.0702,0.0701,0.0697,0.0708
,PATRON,0.9886,,mg/L,0.2,0.13,0.1303,0.1299,0.1297
,SA001116-016,5.5003,,mg/L,0.7,0.0306,0.0305,0.0309,0.0305
,SA001116-017,6.3736,,mg/L,0.1,0.0344,0.0344,0.0344,0.0344
,SA001116-018,9.6993,,mg/L,0.1,0.0521,0.052,0.0521,0.0522
,SA001116-019,10.2403,,mg/L,0.6,0.0547,0.0549,0.0544,0.055
,SA001116-020,13.0355,,mg/L,0.1,0.0712,0.0712,0.0712,0.0713
,PATRON,0.9979,,mg/L,0.3,0.127,0.1275,0.1268,0.1268
,BLANCO,0.001,,mg/L,56,0.0001,0.0002,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,27.7,0.0004,0.0005,0.0003,0.0004
,SA001116-021,48.1886,,mg/L,0.5,0.2415,0.2408,0.2428,0.241
,SA001116-022,48.4541,,mg/L,0.1,0.2469,0.2472,0.2468,0.2467
,SA001116-023,48.1223,,mg/L,1.2,0.2271,0.2249,0.2265,0.23
,SA001116-024,1.0594,,mg/L,1.3,0.0055,0.0056,0.0054,0.0055
,SA001116-025,13.0319,,mg/L,0.4,0.07,0.0698,0.0703,0.0699
,PATRON,0.995,,mg/L,0.2,0.1267,0.1264,0.1269,0.1268
,SA001116-026,11.3153,,mg/L,1.2,0.0595,0.0586,0.0601,0.0597
,SA001116-027,6.4615,,mg/L,1.1,0.0337,0.0333,0.034,0.0338
,SA001116-028,28.2498,,mg/L,0.3,0.1458,0.1453,0.1462,0.1458
,SA001116-029,13.908,,mg/L,0.3,0.0733,0.0731,0.0736,0.0733
,SA001116-030,26.4617,,mg/L,0.8,0.1346,0.1338,0.1358,0.1343
,PATRON,0.9917,,mg/L,0.4,0.1263,0.1269,0.1258,0.1261
,BLANCO,0.0013,,mg/L,58.3,0.0002,0.0001,0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,28.8,0.0004,0.0004,0.0005,0.0003
,SA001116-031,24.4405,,mg/L,1.1,0.1288,0.1273,0.1296,0.1297
,SA001116-032,22.0296,,mg/L,0.7,0.1164,0.1155,0.1165,0.1171
,PATRON,0.9866,,mg/L,0.8,0.1256,0.1248,0.1267,0.1254
,BLANCO,0,,mg/L,>100,0,0,0.0001,0
,BLANCO REACTIVO,0,,mg/L,20.6,0.0004,0.0004,0.0005,0.0003
