PATRON,0.0508,,mg/L,3.5,0.0001,0.0023,-0.0007,0.0023,0.0023,0.0024
BLANCO,0.001,,mg/L,25.1,0.0001,-0.0004,0.0016,-0.0005,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,26.3,0.0001,-0.0005,0.0007,-0.0006,-0.0004,-0.0006
H KCA PO,0.0124,,mg/L,>100,0.0001,0,0.0049,0,-0.0001,0.0001
H KCA PO,0.0124,,mg/L,>100,0.0001,-0.0001,0.005,-0.0002,-0.0001,0.0001
H KCA PO,0.0124,,mg/L,31.4,0.0001,0.0002,0.0024,0.0002,0.0002,0.0003
PATRON,0.0493,,mg/L,7.6,0.0002,0.0023,-0.0002,0.0023,0.0021,0.0024
H KCA PO,0.0124,,mg/L,>100,0.0002,-0.0001,0.0045,-0.0002,-0.0001,0.0001
H KCA PO,0.0124,,mg/L,27.9,0.0001,0.0002,0.0042,0.0002,0.0002,0.0003
PATRON,0.0472,,mg/L,2.3,0,0.0021,-0.0002,0.0021,0.0021,0.0022
BLANCO,0.006,,mg/L,41.3,0,-0.0001,0.0015,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,12.7,0.0002,-0.0012,0.0008,-0.0012,-0.0011,-0.0014
M1 PO,0.0048,,mg/L,>100,0.0002,-0.0002,0.0046,0,-0.0001,-0.0004
M2 PO,0.0036,,mg/L,>100,0.0003,-0.0002,0.0044,0,-0.0002,-0.0006
M3 PO,0.0021,,mg/L,57.9,0.0002,-0.0003,0.0043,-0.0001,-0.0005,-0.0004
M4 PO,0.001,,mg/L,47.8,0.0002,-0.0004,0.0051,-0.0002,-0.0006,-0.0004
PATRON,0.0464,,mg/L,6.1,0.0001,0.0021,0.0006,0.0019,0.0021,0.0022
P KCA PO,0.0008,,mg/L,70.6,0.0003,-0.0004,0.0048,-0.0002,-0.0007,-0.0002
PATRON,0.0461,,mg/L,5.9,0.0001,0.0021,0.0007,0.002,0.0021,0.0022
BLANCO,0.0007,,mg/L,54.6,0.0002,-0.0004,0.0025,-0.0002,-0.0006,-0.0003
BLANCO REACTIVO,0,,mg/L,9.6,0.0002,-0.0018,0.0015,-0.0018,-0.0016,-0.0019
CELDA 8,0.0184,,mg/L,7,0,0.0006,0.0058,0.0005,0.0006,0.0006
CANAL,0.0108,,mg/L,>100,0.0003,0.0002,0.0058,0.0004,0.0001,-0.0001
FASE 1,0.0189,,mg/L,63.5,0.0003,0.0004,0.004,0.0006,0.0001,0.0006
FASE 2,0.0223,,mg/L,30.9,0.0002,0.0006,0.0039,0.0004,0.0006,0.0008
FASE 3,0.0409,,mg/L,6.8,0.0001,0.0015,0.0049,0.0016,0.0016,0.0014
VSP NORTE,0.0218,,mg/L,15.3,0.0001,0.0006,0.0047,0.0005,0.0007,0.0006
CELDA 8.1,0.0119,,mg/L,>100,0.0003,0.0001,0.0036,0.0004,-0.0003,0.0001
CELDA 8.2,0.0087,,mg/L,>100,0.0003,-0.0001,0.0034,-0.0004,0.0002,-0.0001
