PATRON,0.0472,,mg/L,0.9,0,0.0025,-0.0003,1,1,1,0.0025,0.0025,0.0025
BLANCO,-0.0059,,mg/L,97.6,0.0005,-0.0006,0.0006,1,1,1,0,-0.0007,-0.001
BLANCO REACTIVO,0,,mg/L,86.1,0.0004,-0.0005,0.0006,1,1,1,-0.0006,-0.0008,0
H KCA PO,0.0494,,mg/L,20.3,0.0005,0.0026,0.0044,1,1,1,0.0032,0.0022,0.0024
H KCA PO,0.0416,,mg/L,16.9,0.0004,0.0022,0.0047,1,1,1,0.002,0.0019,0.0026
H KCA PO,0.0473,,mg/L,6.5,0.0002,0.0028,0.001,1,1,1,0.0026,0.0028,0.0029
PATRON,0.0461,,mg/L,1,0,0.0027,-0.0018,1,1,1,0.0027,0.0027,0.0027
H KCA PO,0.0465,,mg/L,22.7,0.0006,0.0027,0.0005,1,1,1,0.0032,0.0029,0.002
H KCA PO,0.0455,,mg/L,6.8,0.0002,0.0024,0.0045,1,1,1,0.0022,0.0026,0.0024
PATRON,0.0477,,mg/L,9.5,0.0003,0.0028,-0.0021,1,1,1,0.0031,0.0027,0.0026
BLANCO,0.0032,,mg/L,50.2,0.0003,0.0006,-0.001,1,1,1,0.0008,0.0007,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,-0.0013,1,1,1,0.0002,-0.0002,0.0002
M1 PO,0.0437,,mg/L,3.6,0.0001,0.0026,0.0016,1,1,1,0.0025,0.0027,0.0025
M2 PO,0.0372,,mg/L,9.2,0.0002,0.0022,0.0013,1,1,1,0.0023,0.002,0.0024
M3 PO,0.0186,,mg/L,14,0.0002,0.0014,0.0013,1,1,1,0.0012,0.0014,0.0015
M4 PO,0.0109,,mg/L,12.8,0.0001,0.001,0.0012,1,1,1,0.0009,0.0011,0.001
PATRON,0.0545,,mg/L,4.1,0.0001,0.0031,-0.0026,1,1,1,0.0032,0.003,0.0032
P KCA PO,0.0191,,mg/L,23.7,0.0003,0.0014,0.0005,1,1,1,0.0011,0.0013,0.0018
PATRON,0.0494,,mg/L,6.3,0.0002,0.0029,-0.0027,1,1,1,0.0027,0.003,0.0029
BLANCO,0.0015,,mg/L,30.8,0.0002,0.0005,-0.002,1,1,1,0.0004,0.0007,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.0002,-0.0008,1,1,1,-0.0001,0.0002,0.0005
CELDA 8,0.0301,,mg/L,3.3,0.0001,0.0019,0.0008,1,1,1,0.0019,0.0019,0.002
CANAL,0.0875,,mg/L,2.6,0.0001,0.0047,0.0003,1,1,1,0.0046,0.0048,0.0047
FASE 1,0.0404,,mg/L,8.8,0.0002,0.0024,0.0007,1,1,1,0.0022,0.0026,0.0024
