FASE 2,0.0399,,mg/L,5.7,0.0001,0.0024,0.0005,1,1,1,0.0025,0.0025,0.0022
FASE 3,0.0387,,mg/L,9,0.0002,0.0023,0.0007,1,1,1,0.0021,0.0024,0.0025
VSP NORTE,0.0452,,mg/L,4,0.0001,0.0027,0.0008,1,1,1,0.0027,0.0027,0.0025
CELDA 8.1,0.0372,,mg/L,11.2,0.0003,0.0023,0.0003,1,1,1,0.002,0.0025,0.0023
CELDA 8.2,0.0328,,mg/L,10.3,0.0002,0.0021,0.0001,1,1,1,0.0021,0.0018,0.0022
CELDA 8.3,0.0218,,mg/L,22.9,0.0003,0.0015,0.0012,1,1,1,0.0019,0.0012,0.0014
S. RICA,0.0366,,mg/L,16,0.0004,0.0022,0.0001,1,1,1,0.0021,0.0027,0.002
PATRON,0.0512,,mg/L,6.5,0.0001,0.0022,-0.0005,1,1,1,0.0023,0.0022,0.0021
BLANCO,0.0052,,mg/L,>100,0.0006,-0.0001,0.0004,1,1,1,-0.0003,-0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0001,0,1,1,1,0.0002,0,-0.0003
H KCA PE,0.0235,,mg/L,11.9,0.0001,0.0008,0.0029,1,1,1,0.0008,0.0008,0.001
H KCA PE,0.0247,,mg/L,26.5,0.0002,0.0009,0.0028,1,1,1,0.0011,0.001,0.0006
H KCA PE,0.0238,,mg/L,42.5,0.0004,0.0009,0.0026,1,1,1,0.0007,0.0006,0.0013
PATRON,0.0536,,mg/L,13.2,0.0003,0.0023,-0.0011,1,1,1,0.0021,0.0022,0.0027
H KCA PE,0.0265,,mg/L,13.8,0.0001,0.001,0.0025,1,1,1,0.0011,0.0011,0.0008
H KCA PE,0.0202,,mg/L,24.3,0.0002,0.0007,0.0025,1,1,1,0.0009,0.0006,0.0006
PATRON,0.0494,,mg/L,7.6,0.0002,0.0021,-0.0013,1,1,1,0.0023,0.0021,0.002
BLANCO,-0.0006,,mg/L,26.7,0.0001,0.0002,-0.0004,1,1,1,0.0002,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,31.3,0.0003,0.0008,-0.0006,1,1,1,0.0008,0.0006,0.0011
M1 PE,0.0279,,mg/L,16.3,0.0002,0.0011,0.0019,1,1,1,0.0012,0.0009,0.001
M2 PE,0.0174,,mg/L,20.5,0.0001,0.0005,0.002,1,1,1,0.0006,0.0004,0.0006
M3 PE,0.017,,mg/L,25.6,0.0001,0.0005,0.0014,1,1,1,0.0005,0.0006,0.0004
M4 PE,0.0125,,mg/L,10.2,0,0.0003,0.0014,1,1,1,0.0003,0.0003,0.0003
PATRON,0.0509,,mg/L,12.7,0.0003,0.0022,-0.0016,1,1,1,0.0019,0.0025,0.0022
P KCA PE,0.0084,,mg/L,>100,0.0003,0.0001,0.0018,1,1,1,0.0004,0.0001,-0.0002
PATRON,0.0477,,mg/L,4.9,0.0001,0.002,-0.0017,1,1,1,0.002,0.0021,0.0019
BLANCO,-0.0003,,mg/L,23.8,0.0001,-0.0003,-0.001,1,1,1,-0.0003,-0.0004,-0.0004
BLANCO REACTIVO,0,,mg/L,93.3,0.0002,0.0002,-0.0019,1,1,1,0.0001,0.0001,0.0003
ELY 1,0.0164,,mg/L,65.2,0.0003,0.0005,0.0019,1,1,1,0.0001,0.0007,0.0006
ELY 2,0.0197,,mg/L,50.5,0.0003,0.0006,0.0016,1,1,1,0.001,0.0007,0.0003
ELY 3,0.0122,,mg/L,43.2,0.0001,0.0003,0.0017,1,1,1,0.0003,0.0004,0.0001
ELY 4,0.0082,,mg/L,>100,0.0002,0.0001,0.0013,1,1,1,0.0003,0,-0.0001
PATRON,0.0505,,mg/L,11.3,0.0003,0.0027,-0.0015,1,1,1,0.0025,0.0025,0.003
ELY P,0.0071,,mg/L,60.7,0.0003,0.0005,0.0022,1,1,1,0.0007,0.0007,0.0002
PATRON,0.0483,,mg/L,11.5,0.0003,0.0026,-0.0013,1,1,1,0.0023,0.0029,0.0025
BLANCO,0.0004,,mg/L,>100,0.0006,0.0002,-0.001,1,1,1,0.0005,-0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,47.8,0.0003,0.0006,-0.0009,1,1,1,0.0008,0.0006,0.0003
NOROESTE,0.0202,,mg/L,17.8,0.0002,0.0012,0.0012,1,1,1,0.0011,0.0014,0.001
TRITURADORA,0.0074,,mg/L,58.3,0.0003,0.0005,0.0009,1,1,1,0.0006,0.0002,0.0009
VICTORIA,0.0337,,mg/L,10.5,0.0002,0.0018,0.0003,1,1,1,0.0019,0.002,0.0016
CELDA 1,0.0288,,mg/L,18.1,0.0003,0.0016,0.0007,1,1,1,0.0015,0.0019,0.0014
CELDA 2,0.0523,,mg/L,6,0.0002,0.0028,0.0004,1,1,1,0.0026,0.0029,0.0028
CELDA 3,0.0244,,mg/L,10.2,0.0001,0.0014,0.001,1,1,1,0.0012,0.0015,0.0014
CELDA 4A,0.0285,,mg/L,25.5,0.0004,0.0016,0.0014,1,1,1,0.0015,0.0012,0.002
CELDA 4B,0.0276,,mg/L,22.4,0.0003,0.0015,0.0013,1,1,1,0.0017,0.0011,0.0017
CELDA 5A,0.0166,,mg/L,17.4,0.0002,0.001,0.0006,1,1,1,0.0008,0.0012,0.001
CELDA 5B,0.018,,mg/L,38.7,0.0004,0.0011,0.0008,1,1,1,0.0008,0.0015,0.0009
PATRON,0.0502,,mg/L,9.4,0.0003,0.0026,-0.0025,1,1,1,0.0026,0.0029,0.0024
BLANCO,0.0024,,mg/L,>100,0.0003,0.0003,-0.0011,1,1,1,-0.0001,0.0006,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0,-0.0007,1,1,1,0.0003,-0.0001,-0.0002
