PATRON,5.0134,,mg/L,0.3,0.0535,0.0537,0.0536,0.0533
BLANCO,-0.0191,,mg/L,52.9,-0.0002,-0.0002,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,16.4,-0.0004,-0.0004,-0.0005,-0.0004
FASE 1,0.0259,,mg/L,29.6,0.0003,0.0002,0.0004,0.0003
FASE 2,0.0269,,mg/L,37.6,0.0003,0.0003,0.0004,0.0002
FASE 3,0.0464,,mg/L,17.8,0.0005,0.0005,0.0006,0.0004
VSP NORTE,0.0387,,mg/L,20.2,0.0004,0.0003,0.0004,0.0005
CELDA 8.1,0.0448,,mg/L,24,0.0005,0.0006,0.0005,0.0004
CELDA 8.2,0.0463,,mg/L,10.7,0.0005,0.0005,0.0005,0.0004
CELDA 8.3,0.2339,,mg/L,6.2,0.0025,0.0026,0.0023,0.0026
PATRON,4.9446,,mg/L,0.6,0.0528,0.0529,0.0525,0.0531
BLANCO,0,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,3,-0.0006,-0.0006,-0.0005,-0.0006
