PATRON,0.2085,,mg/L,3.4,0.0102,-0.0039,1,1,1,0.0105,0.0103,0.0098
BLANCO,-0.0061,,mg/L,>100,0.0002,-0.0056,1,1,1,0.0003,0.001,-0.0006
BLANCO REACTIVO,0,,mg/L,23,-0.0008,-0.004,1,1,1,-0.0009,-0.0009,-0.0006
CELDA 8,0.0294,,mg/L,40.2,0.0019,-0.0017,1,1,1,0.0024,0.0022,0.001
CANAL,0.0012,,mg/L,50.8,0.0006,-0.0011,1,1,1,0.0007,0.0002,0.0008
FASE 1,0.0214,,mg/L,8.7,0.0015,-0.0007,1,1,1,0.0017,0.0014,0.0014
PATRON,0.2134,,mg/L,9.4,0.0104,-0.0052,1,1,1,0.0098,0.01,0.0116
FASE 2,0.0269,,mg/L,24.2,0.0018,-0.0005,1,1,1,0.0022,0.0015,0.0015
FASE 3,0.0072,,mg/L,94.6,0.0008,0.0002,1,1,1,0.0015,0,0.0011
PATRON,0.2062,,mg/L,9.7,0.0101,-0.0048,1,1,1,0.0098,0.0112,0.0093
BLANCO,0.0075,,mg/L,49.8,0.0009,-0.0035,1,1,1,0.0004,0.0013,0.0009
BLANCO REACTIVO,0,,mg/L,18,-0.002,-0.0039,1,1,1,-0.0024,-0.0018,-0.0018
VSP NORTE,0.0383,,mg/L,31.9,0.0023,0.001,1,1,1,0.0024,0.003,0.0015
CELDA 8.1,0.054,,mg/L,33,0.003,-0.0011,1,1,1,0.002,0.0031,0.004
CELDA 8.2,0.0359,,mg/L,79.2,0.0022,-0.0014,1,1,1,0.0018,0.0007,0.0041
CELDA 8.3,0.0056,,mg/L,13,0.0008,0.0015,1,1,1,0.0009,0.0007,0.0008
PATRON,0.2055,,mg/L,0.7,0.0101,-0.0036,1,1,1,0.0101,0.01,0.0101
S. RICA,0.0148,,mg/L,69.9,0.0012,0.0003,1,1,1,0.001,0.0005,0.0021
PATRON,0.2181,,mg/L,3.4,0.0106,-0.0046,1,1,1,0.0107,0.011,0.0103
BLANCO,0.0018,,mg/L,92.3,0.0006,-0.003,1,1,1,0.0006,0.0001,0.0012
BLANCO REACTIVO,0,,mg/L,18.5,-0.0022,-0.0043,1,1,1,-0.002,-0.0019,-0.0026
TRITURADORA,0.0067,,mg/L,40.1,0.0008,0.0006,1,1,1,0.001,0.0004,0.001
VICTORIA,0.0149,,mg/L,56.9,0.0012,-0.0003,1,1,1,0.0006,0.0019,0.0011
CELDA 1,0.0129,,mg/L,76.1,0.0011,0,1,1,1,0.0019,0.0012,0.0002
CELDA 2,0.0112,,mg/L,50.3,0.001,0.0006,1,1,1,0.0016,0.0008,0.0007
CELDA 3,-0.0011,,mg/L,>100,0.0005,0.0013,1,1,1,-0.0001,0.0009,0.0005
CELDA 4A,0.0043,,mg/L,36.7,0.0007,0.0011,1,1,1,0.0007,0.0005,0.001
CELDA 4B,0.0083,,mg/L,57.2,0.0009,0.0008,1,1,1,0.0013,0.0003,0.001
CELDA 5A,0.0162,,mg/L,56.7,0.0013,0,1,1,1,0.0021,0.0009,0.0008
CELDA 5B,0.0053,,mg/L,61.1,0.0008,0.0007,1,1,1,0.0013,0.0004,0.0005
PATRON,0.2108,,mg/L,6.5,0.0103,-0.004,1,1,1,0.0096,0.0108,0.0105
BLANCO,0.0026,,mg/L,77.1,0.0006,-0.0017,1,1,1,0.0001,0.001,0.0008
BLANCO REACTIVO,0,,mg/L,11.9,-0.0023,-0.0046,1,1,1,-0.002,-0.0026,-0.0023
