Analista,ALS,,,,,,,,
Fecha de inicio,14/03/2023 03:34 a. m.  GMT: 14/03/2023 09:34 a. m.,,,,,,,,
Hoja de trabajo,SA000655_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0036,,mg/L,0.2,0.0969,0.0967,0.097,0.0969
,BLANCO,0.0003,,mg/L,>100,0,0,0,0.0001
,BLANCO REACTIVO,0,,mg/L,77.5,-0.0001,-0.0001,-0.0001,-0.0002
,SA000655-001,5.3319,,mg/L,0.5,0.0211,0.0211,0.0212,0.021
,SA000655-002,25.6528,,mg/L,0.5,0.0996,0.0997,0.1,0.099
,SA000655-003,3.5242,,mg/L,1,0.0139,0.014,0.0139,0.0137
,SA000655-004,3.546,,mg/L,1.4,0.014,0.0138,0.0142,0.0141
,SA000655-005,15.1669,,mg/L,0.6,0.0591,0.0591,0.0588,0.0595
,PATRON,1.0036,,mg/L,0.2,0.0969,0.0971,0.0966,0.0969
,SA000655-006,0.0973,,mg/L,22.8,0.0004,0.0003,0.0004,0.0005
,SA000655-007,7.5842,,mg/L,0.3,0.0302,0.0302,0.0301,0.0303
,SA000655-008,2.7303,,mg/L,1.1,0.0107,0.0106,0.0107,0.0108
,SA000655-009,2.5504,,mg/L,0.5,0.01,0.01,0.01,0.0099
,SA000655-010,4.4312,,mg/L,0.7,0.0175,0.0174,0.0175,0.0177
,PATRON,1.0019,,mg/L,0.7,0.0967,0.096,0.097,0.0972
,BLANCO,0.0002,,mg/L,>100,0,0.0001,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,44.6,-0.0002,-0.0003,-0.0001,-0.0001
,SA000655-011,4.1559,,mg/L,0.6,0.0163,0.0162,0.0163,0.0163
,SA000655-012,2.9696,,mg/L,0.3,0.0116,0.0116,0.0116,0.0116
,SA000655-013,8.0745,,mg/L,0.9,0.0315,0.0312,0.0317,0.0317
,SA000655-014,6.4703,,mg/L,0.5,0.0256,0.0255,0.0255,0.0257
,SA000655-015,0.5994,,mg/L,2.8,0.0024,0.0024,0.0023,0.0024
,PATRON,1.0039,,mg/L,0.2,0.0969,0.0971,0.0968,0.0968
,SA000655-016,6.5182,,mg/L,0.2,0.0254,0.0254,0.0255,0.0254
,SA000655-017,2.2934,,mg/L,1.6,0.009,0.0089,0.0089,0.0091
,SA000655-018,2.7528,,mg/L,0.2,0.0107,0.0107,0.0107,0.0107
,SA000655-019,15.055,,mg/L,0.3,0.0596,0.0596,0.0598,0.0594
,SA000655-020,0.004,,mg/L,>100,0,0,0,0
,PATRON,1.0117,,mg/L,0.2,0.0977,0.0975,0.0979,0.0976
,BLANCO,0.0048,,mg/L,26.4,0.0005,0.0005,0.0003,0.0006
,BLANCO REACTIVO,0,,mg/L,43.1,0.0002,0.0002,0.0003,0.0001
,SA000655-021,10.6629,,mg/L,0,0.042,0.0419,0.042,0.042
,SA000655-022,10.5708,,mg/L,0.3,0.0413,0.0412,0.0414,0.0414
,SA000655-023,12.91,,mg/L,0.7,0.0507,0.0504,0.0507,0.0511
,SA000655-024,20.2305,,mg/L,0.4,0.0801,0.08,0.0804,0.0798
,SA000655-025,8.4395,,mg/L,0.4,0.0329,0.0329,0.0327,0.033
,PATRON,1.0052,,mg/L,0.2,0.097,0.0971,0.0972,0.0968
,SA000655-026,1.8276,,mg/L,1.7,0.0072,0.0074,0.0071,0.0071
,SA000655-027,3.5869,,mg/L,1.1,0.014,0.0138,0.0141,0.014
,SA000655-028,9.1053,,mg/L,0.4,0.0356,0.0355,0.0357,0.0357
,SA000655-029,14.0171,,mg/L,0.2,0.0549,0.0548,0.0548,0.055
,SA000655-030,13.3554,,mg/L,0.3,0.0523,0.0525,0.0522,0.0523
,PATRON,1.0047,,mg/L,0.7,0.097,0.0965,0.0967,0.0978
,BLANCO,0.0014,,mg/L,>100,0.0001,0.0003,0,0.0001
,BLANCO REACTIVO,0,,mg/L,22,0.0002,0.0003,0.0003,0.0002
,SA000655-031,4.5488,,mg/L,0.5,0.0179,0.0179,0.0178,0.018
,SA000655-032,4.3537,,mg/L,0.9,0.0171,0.0171,0.0169,0.0172
,PATRON,1.0034,,mg/L,0.5,0.0969,0.0974,0.0969,0.0964
,BLANCO,0.0004,,mg/L,>100,0,0.0001,-0.0001,0.0001
