PATRON,4.9816,,mg/L,0.2,0.0508,1,1,1,0.0509,0.0507,0.0508
BLANCO,-0.0538,,mg/L,18.4,-0.0005,1,1,1,-0.0006,-0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,96.5,-0.0003,1,1,1,-0.0004,0,-0.0005
FASE 1,0.0789,,mg/L,22.2,0.0008,1,1,1,0.0007,0.0008,0.001
FASE 2,-0.0087,,mg/L,>100,-0.0001,1,1,1,0.0003,-0.0003,-0.0003
FASE 3,-0.055,,mg/L,37.3,-0.0006,1,1,1,-0.0006,-0.0008,-0.0003
VSP NORTE,0.022,,mg/L,>100,0.0002,1,1,1,-0.0001,0.0003,0.0004
CELDA 8.1,0.0763,,mg/L,7.7,0.0008,1,1,1,0.0008,0.0007,0.0008
CELDA 8.2,0.0232,,mg/L,11.1,0.0002,1,1,1,0.0003,0.0002,0.0002
CELDA 8.3,0.0732,,mg/L,5,0.0007,1,1,1,0.0008,0.0007,0.0007
PATRON,4.9688,,mg/L,1.7,0.0507,1,1,1,0.0514,0.0508,0.0497
BLANCO,0.0102,,mg/L,>100,0.0001,1,1,1,0.0003,0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0,1,1,1,-0.0001,-0.0002,0.0002
