Analista,GGP,,,,,,,,,,,,
Fecha de inicio,03/11/2024 02:50 p. m.  GMT: 03/11/2024 08:50 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005729_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.508,,mg/L,3.2,0.017,0.0005,1,1,1,0.0165,0.0169,0.0176
,BLANCO,0.003,,mg/L,>100,0.0001,-0.0003,1,1,1,-0.0001,0.0005,-0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0005,0,1,1,1,0.0004,0.0012,0.0001
,SA005729-001,0.0196,,mg/L,11.7,0.0019,-0.0011,20.061,7,1,0.0018,0.0021,0.0017
,SA005729-002,0.0187,,mg/L,18.9,0.0018,-0.0008,20.038,7,1,0.0014,0.002,0.0019
,SA005729-003,0.0214,,mg/L,8,0.002,-0.0011,20.047,7,1,0.0022,0.0019,0.002
,SA005729-004,-0.0065,,mg/L,35.6,-0.0006,-0.0008,20,7,1,-0.0005,-0.0009,-0.0004
,SA005729-005,-0.0013,,mg/L,>100,-0.0001,-0.0007,20.076,7,1,0.0001,-0.0006,0.0001
,PATRON,0.4954,,mg/L,2.3,0.0166,0.0002,1,1,1,0.0165,0.0163,0.017
,SA005729-006,0.9961,,mg/L,0.8,0.0978,0.0007,20.079,7,1,0.0979,0.0986,0.097
,PATRON,0.4932,,mg/L,1.7,0.0165,-0.0001,1,1,1,0.0163,0.0168,0.0165
,BLANCO,-0.0069,,mg/L,>100,-0.0002,-0.0002,1,1,1,-0.0006,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0001,1,1,1,-0.0005,0.0002,0.0007
,BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0004,1,1,1,0.0003,0.0006,-0.0002
