PATRON,0.046,,mg/L,12.7,0.0004,0.0029,-0.0006,0.0026,0.0027,0.0033
BLANCO,0.0096,,mg/L,28.3,0.0003,0.0009,-0.0012,0.0007,0.0012,0.0008
BLANCO REACTIVO,0,,mg/L,79.4,0.0006,0.0008,-0.0006,0.0009,0.0001,0.0014
H KCA PO,0.0571,,mg/L,11.8,0.0004,0.0034,-0.0034,0.003,0.0035,0.0038
H KCA PO,0.0536,,mg/L,2.6,0.0001,0.0031,0.0006,0.003,0.0031,0.0032
H KCA PO,0.0565,,mg/L,10.8,0.0003,0.0032,0,0.0035,0.0034,0.0028
PATRON,0.0517,,mg/L,22.8,0.0007,0.0031,-0.0022,0.0038,0.0032,0.0024
H KCA PO,0.0554,,mg/L,8,0.0003,0.0032,0.0005,0.0035,0.003,0.003
H KCA PO,0.0551,,mg/L,4.2,0.0001,0.0033,0.0034,0.0032,0.0032,0.0035
PATRON,0.0464,,mg/L,8.2,0.0002,0.0029,-0.0005,0.0026,0.0031,0.003
BLANCO,0.0047,,mg/L,>100,0.0008,0.0007,-0.0001,0.0002,0.0004,0.0016
BLANCO REACTIVO,0,,mg/L,63.1,0.0005,0.0007,0,0.0004,0.0013,0.0005
M1 PO,0.0447,,mg/L,16.8,0.0005,0.0028,0.0018,0.0031,0.003,0.0023
M2 PO,0.0332,,mg/L,10.5,0.0002,0.0022,0.0016,0.0019,0.0024,0.0023
M3 PO,0.0304,,mg/L,14.8,0.0003,0.0021,0.0011,0.0018,0.0024,0.0019
M4 PO,0.0196,,mg/L,33.2,0.0005,0.0015,0.0019,0.0012,0.0012,0.0021
PATRON,0.0484,,mg/L,14,0.0004,0.0028,-0.0006,0.0031,0.0023,0.0029
P KCA PO,0.0188,,mg/L,63.3,0.0007,0.0011,0.0023,0.0011,0.0004,0.0018
PATRON,0.0537,,mg/L,17.1,0.0005,0.0031,-0.0013,0.0031,0.0025,0.0036
BLANCO,-0.003,,mg/L,>100,0.0005,0.0003,-0.0017,0.0005,-0.0002,0.0007
BLANCO REACTIVO,0,,mg/L,75.5,0.0006,0.0008,-0.0012,0.0004,0.0015,0.0005
CELDA 8,0.0413,,mg/L,10.9,0.0003,0.0024,0.0028,0.0023,0.0022,0.0027
PATRON,0.046,,mg/L,9.3,0.0002,0.0026,-0.0006,0.0027,0.0028,0.0024
BLANCO,-0.0008,,mg/L,>100,0.0003,0.0002,0.0001,-0.0002,0.0003,0.0004
BLANCO REACTIVO,0,,mg/L,62.8,0.0002,0.0003,-0.0003,0.0002,0.0002,0.0005
H KCA PE,0.0326,,mg/L,13.8,0.0003,0.0021,-0.0007,0.0025,0.0019,0.0021
H KCA PE,0.0318,,mg/L,37.4,0.0008,0.0021,0.0007,0.0019,0.003,0.0015
H KCA PE,0.0308,,mg/L,25.1,0.0004,0.0016,0.0021,0.0014,0.002,0.0013
PATRON,0.0553,,mg/L,10.2,0.0003,0.0033,-0.0036,0.0036,0.0029,0.0034
H KCA PE,0.037,,mg/L,27.4,0.0006,0.002,0.0016,0.0014,0.0023,0.0023
H KCA PE,0.0323,,mg/L,52.3,0.0011,0.0021,0,0.0021,0.0033,0.001
PATRON,0.057,,mg/L,1.8,0.0001,0.0036,-0.0021,0.0036,0.0036,0.0035
BLANCO,0.0075,,mg/L,63.8,0.0003,0.0005,-0.0001,0.0002,0.0004,0.0008
BLANCO REACTIVO,0,,mg/L,24.6,0.0002,0.0008,-0.0005,0.0009,0.0008,0.0006
M1 PE,0.0191,,mg/L,33.4,0.0005,0.0016,0.0015,0.0011,0.0022,0.0016
M2 PE,0.0247,,mg/L,47.1,0.0009,0.0019,0.0009,0.001,0.0029,0.0019
M3 PE,0.0117,,mg/L,50.6,0.0004,0.0007,0.0023,0.0011,0.0005,0.0005
M4 PE,0.0208,,mg/L,39.3,0.0005,0.0012,0.002,0.0011,0.0008,0.0017
PATRON,0.0543,,mg/L,16.9,0.0006,0.0034,-0.0022,0.0039,0.0036,0.0028
P KCA PE,0.003,,mg/L,>100,0.0005,0.0003,-0.001,0.0007,0.0004,-0.0003
PATRON,0.0551,,mg/L,21,0.0006,0.003,-0.0028,0.0036,0.0023,0.0029
BLANCO,0.0045,,mg/L,>100,0.0005,0.0003,-0.0031,0.0009,0.0001,0
BLANCO REACTIVO,0,,mg/L,55.9,0.0006,0.0011,-0.0022,0.0004,0.0016,0.0012
ELY 1,0.0197,,mg/L,45.3,0.0005,0.0011,0.001,0.0007,0.001,0.0017
ELY 2,0.0263,,mg/L,8.6,0.0001,0.0015,0.0005,0.0013,0.0015,0.0016
ELY 3,0.0182,,mg/L,35.4,0.0004,0.001,0.0018,0.0014,0.001,0.0007
ELY 4,0.0097,,mg/L,97.6,0.0006,0.0006,0.0022,0.0012,0,0.0005
PATRON,0.0546,,mg/L,17.3,0.0006,0.0034,-0.0026,0.0037,0.0028,0.0038
ELY P,0.0022,,mg/L,>100,0.0003,0.0002,-0.0017,0.0005,0,0.0001
PATRON,0.0451,,mg/L,14.1,0.0003,0.0024,-0.0046,0.0023,0.0022,0.0028
BLANCO,-0.0038,,mg/L,>100,0.0005,-0.0001,-0.0031,-0.0004,0.0005,-0.0003
BLANCO REACTIVO,0,,mg/L,53.9,0.0004,0.0007,-0.0012,0.0003,0.001,0.0008
