Analista,GGP,,,,,,,,,
Fecha de inicio,12:57 p. m. 21/12/2025  GMT: 06:57 p. m. 21/12/2025,,,,,,,,,
Hoja de trabajo,SA007315,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5104,,mg/L,1,1.1,0.019,0.0012,1,1
,BLANCO,0.0093,,mg/L,1,>100,0.0003,-0.0001,1,1
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0002,-0.0003,1,1
,SA007315-001,0.1293,,mg/L,1,1.1,0.0207,0.0006,30.033,7
,SA007315-002,0.1564,,mg/L,1,2.4,0.0251,0.0007,30.005,7
,SA007315-003,0.2297,,mg/L,1,0.9,0.0369,0.0003,30.046,7
,SA007315-004,0.0069,,mg/L,1,26.8,0.0011,0.0007,30.012,7
,SA007315-005,0.1855,,mg/L,1,1.6,0.0298,0.0004,30.025,7
,PATRON,0.4985,,mg/L,1,0.8,0.0186,0.0016,1,1
,SA007315-006,0.2329,,mg/L,1,0.4,0.0374,0.0006,30.044,7
,SA007315-007,0.1511,,mg/L,1,0.7,0.0242,0.0006,30.026,7
,SA007315-008,0.1591,,mg/L,1,0.5,0.0255,0.0003,30.033,7
,SA007315-009,0.112,,mg/L,1,1.1,0.0179,0.0004,30.046,7
,SA007315-010,0.1967,,mg/L,1,1.1,0.0316,0.0005,30.02,7
,PATRON,0.5065,,mg/L,1,0.7,0.0179,0.0017,1,1
,BLANCO,0.0009,,mg/L,1,>100,0,0.0002,1,1
,BLANCO REACTIVO,0,,mg/L,1,8.2,0.0014,0,1,1
,SA007315-011,0.2231,,mg/L,1,1.8,0.0343,-0.0005,30.034,7
,SA007315-012,0.8951,,mg/L,1,0.6,0.1445,-0.0013,30,7
,SA007315-013,0.2153,,mg/L,1,2.7,0.033,-0.0016,30.005,7
,SA007315-014,0.2402,,mg/L,1,0.8,0.0369,-0.0013,29.994,7
,SA007315-015,0.1009,,mg/L,1,1.7,0.0153,-0.0014,30.014,7
,PATRON,0.496,,mg/L,1,1.5,0.0176,0.0011,1,1
,SA007315-016,0.2238,,mg/L,1,20.3,0.0351,0.0026,30.019,7
,SA007315-017,0.0868,,mg/L,1,1.9,0.0131,-0.0006,30.011,7
,SA007315-018,0.0807,,mg/L,1,1.5,0.0122,0.0003,30.011,7
,SA007315-019,0.0857,,mg/L,1,2.2,0.0114,0.0001,30.018,7
,SA007315-020,0.2054,,mg/L,1,1.3,0.0315,0.0004,30.022,7
,PATRON,0.5046,,mg/L,1,0.3,0.0178,0.0021,1,1
,BLANCO,0.0091,,mg/L,1,68.3,0.0003,0.0005,1,1
,BLANCO REACTIVO,0,,mg/L,1,22.5,-0.0006,0.0019,1,1
,SA007315-021,0.2626,,mg/L,1,1.5,0.0402,0.0013,30.014,7
,SA007315-022,0.2034,,mg/L,1,0.8,0.031,0.0013,30.045,7
,SA007315-023,0.0011,,mg/L,1,>100,0.0002,0.0012,30,7
,SA007315-024,0.1658,,mg/L,1,2.3,0.0251,0.001,30.005,7
,SA007315-025,0.0067,,mg/L,1,12.2,0.001,0.0011,30.027,7
,PATRON,0.5149,,mg/L,1,2,0.0186,0.0022,1,1
,SA007315-026,0.2751,,mg/L,1,0.6,0.0434,0.0005,30.036,7
,SA007315-027,0.1851,,mg/L,1,2.1,0.0289,0.001,30.001,7
,SA007315-028,0.2606,,mg/L,1,0.7,0.041,0.0012,30.054,7
,SA007315-029,0.2408,,mg/L,1,1.4,0.0378,0.0007,30.036,7
,SA007315-030,0.2461,,mg/L,1,0.5,0.0387,0.0008,30.041,7
,PATRON,0.5106,,mg/L,1,1.2,0.0185,0.002,1,1
,BLANCO,-0.0017,,mg/L,1,>100,-0.0001,0.0003,1,1
,BLANCO REACTIVO,0,,mg/L,1,21.7,-0.0005,0.0016,1,1
,SA007315-031,0.1538,,mg/L,1,0.8,0.0239,0.0024,30.01,7
,SA007315-032,0.1339,,mg/L,1,1.6,0.0208,0.0025,30.008,7
,PATRON,0.5172,,mg/L,1,0.2,0.0187,0.0034,1,1
,BLANCO,0.0071,,mg/L,1,65.6,0.0003,0.002,1,1
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0001,0.0014,1,1
