PATRON,1.0083,,mg/L,0.8,0.0009,0.1235,0.0008,0.123,0.123,0.1246
BLANCO,-0.0007,,mg/L,>100,0.0005,-0.0001,0.0005,-0.0002,0.0005,-0.0005
BLANCO REACTIVO,0,,mg/L,40.2,0.0002,-0.0006,0,-0.0006,-0.0009,-0.0004
H KCA PO,0.0326,,mg/L,4.8,0.0002,0.004,0.0027,0.0038,0.0041,0.0042
H KCA PO,0.0318,,mg/L,3.4,0.0001,0.0039,0.0027,0.0038,0.0041,0.0039
H KCA PO,0.0314,,mg/L,13,0.0005,0.0039,0.0027,0.0044,0.0034,0.0038
PATRON,0.9856,,mg/L,0.6,0.0008,0.1208,0.0017,0.1208,0.1216,0.12
H KCA PO,0.0309,,mg/L,12.5,0.0005,0.0038,0.0027,0.0034,0.0037,0.0043
H KCA PO,0.0323,,mg/L,7.6,0.0003,0.004,0.0026,0.0037,0.0043,0.0039
PATRON,1.01,,mg/L,1.4,0.0017,0.1238,0.0017,0.1227,0.1228,0.1257
BLANCO,-0.0001,,mg/L,>100,0.0004,0,0.0017,0.0003,0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,46,0.0002,0.0004,-0.0003,0.0005,0.0002,0.0005
M1 PO,0.0374,,mg/L,3,0.0001,0.0046,0.001,0.0048,0.0045,0.0046
M2 PO,-0.0038,,mg/L,27.8,0.0001,-0.0005,0,-0.0007,-0.0004,-0.0004
M3 PO,0.0329,,mg/L,8.7,0.0004,0.0041,0.0008,0.0044,0.0041,0.0037
M4 PO,0.0271,,mg/L,8.7,0.0003,0.0033,0.0009,0.0035,0.003,0.0035
PATRON,1.0147,,mg/L,0.6,0.0007,0.1243,0.0001,0.1243,0.1251,0.1236
P KCA PO,0.0255,,mg/L,16.6,0.0005,0.0032,0.0005,0.0038,0.0029,0.0028
PATRON,1.0007,,mg/L,0.1,0.0001,0.1314,0.0007,0.1313,0.1314,0.1316
BLANCO,-0.0017,,mg/L,>100,0.0005,-0.0002,-0.0001,-0.0006,-0.0004,0.0004
BLANCO REACTIVO,0,,mg/L,36.3,0.0004,0.001,-0.001,0.0012,0.0006,0.0012
CELDA 8,0.0019,,mg/L,>100,0.0003,0.0003,0.0002,0.0006,-0.0001,0.0002
CANAL,0.1226,,mg/L,0.7,0.0001,0.0163,-0.0001,0.0164,0.0162,0.0162
FASE 1,0.0035,,mg/L,>100,0.0006,0.0005,-0.0003,-0.0002,0.001,0.0006
FASE 2,-0.0085,,mg/L,29,0.0003,-0.0011,0.0002,-0.0009,-0.0015,-0.001
FASE 3,-0.007,,mg/L,31.9,0.0003,-0.0009,0.0001,-0.0006,-0.0011,-0.0011
VSP NORTE,0.0328,,mg/L,3.1,0.0001,0.0043,0.0003,0.0042,0.0045,0.0044
CELDA 8.1,0.0201,,mg/L,22.6,0.0006,0.0025,0.0014,0.0031,0.0026,0.002
CELDA 8.2,0.0053,,mg/L,14.4,0.0001,0.0007,0.0013,0.0008,0.0007,0.0006
CELDA 8.3,0.0014,,mg/L,52.1,0.0001,0.0002,0.0021,0.0001,0.0002,0.0002
PATRON,1.0051,,mg/L,0.5,0.0007,0.1279,0.0009,0.1287,0.1274,0.1276
BLANCO,0.0043,,mg/L,61.6,0.0003,0.0005,-0.0003,0.0007,0.0002,0.0008
BLANCO REACTIVO,0,,mg/L,35.9,0.0002,0.0006,-0.0003,0.0005,0.0005,0.0009
H KCA PE,0.012,,mg/L,25.7,0.0004,0.0015,0.0005,0.0015,0.0019,0.0011
H KCA PE,0.0111,,mg/L,36.5,0.0005,0.0014,0.0006,0.002,0.001,0.0012
H KCA PE,0.0132,,mg/L,13.7,0.0002,0.0017,0.0003,0.0014,0.0019,0.0017
PATRON,1.0035,,mg/L,0.8,0.001,0.1252,0.001,0.1241,0.1261,0.1254
H KCA PE,0.0041,,mg/L,34.8,0.0002,0.0005,0.002,0.0003,0.0006,0.0006
H KCA PE,0.0047,,mg/L,45.3,0.0003,0.0006,0.0019,0.0005,0.0009,0.0004
PATRON,1.0144,,mg/L,0.7,0.0009,0.1266,0.0012,0.1272,0.1255,0.127
BLANCO,-0.0067,,mg/L,39,0.0003,-0.0008,0.0004,-0.0011,-0.0005,-0.001
BLANCO REACTIVO,0,,mg/L,49.6,0.0003,-0.0005,-0.0001,-0.0007,-0.0007,-0.0002
M1 PE,0.0043,,mg/L,27.9,0.0002,0.0005,0.0024,0.0004,0.0007,0.0005
M2 PE,0.0055,,mg/L,7.4,0.0001,0.0007,0.0023,0.0007,0.0006,0.0007
M3 PE,0.0069,,mg/L,36.4,0.0003,0.0009,0.0022,0.0012,0.0006,0.0008
M4 PE,0.0044,,mg/L,41.9,0.0002,0.0005,0.0025,0.0003,0.0006,0.0007
PATRON,1.0178,,mg/L,1.1,0.0014,0.127,0.0012,0.1278,0.1253,0.1278
P KCA PE,0.0033,,mg/L,81.2,0.0003,0.0004,0.0026,0.0006,0.0006,0
PATRON,0.9887,,mg/L,0.6,0.0007,0.1234,0.0013,0.124,0.1235,0.1226
BLANCO,-0.0027,,mg/L,>100,0.0003,-0.0003,0.0006,-0.0004,0,-0.0007
BLANCO REACTIVO,0,,mg/L,1.5,0,-0.0011,0.0002,-0.0011,-0.001,-0.0011
ELY 1,0.0058,,mg/L,63.8,0.0005,0.0007,0.0031,0.0002,0.0011,0.0009
ELY 2,0.0092,,mg/L,20,0.0002,0.0011,0.0029,0.001,0.0014,0.001
ELY 3,0.0051,,mg/L,53.7,0.0003,0.0006,0.0032,0.0009,0.0007,0.0003
ELY 4,0.0089,,mg/L,14.4,0.0002,0.0011,0.003,0.0012,0.0009,0.0012
PATRON,0.9947,,mg/L,0.2,0.0003,0.1241,0.002,0.1243,0.1238,0.1243
ELY P,0.0103,,mg/L,56,0.0007,0.0013,0.0032,0.0005,0.0013,0.002
PATRON,0.9954,,mg/L,1.4,0.0017,0.1242,0.002,0.1261,0.1234,0.123
BLANCO,0.004,,mg/L,73.7,0.0004,0.0005,0.0013,0.0005,0.0009,0.0001
BLANCO REACTIVO,0,,mg/L,26.6,0.0001,-0.0005,0.0002,-0.0005,-0.0003,-0.0006
NOROESTE,0.0296,,mg/L,16.9,0.0006,0.0037,0.0021,0.0044,0.0033,0.0033
TRITURADORA,0.0023,,mg/L,73.7,0.0002,0.0003,0.0021,0.0005,0.0003,0.0001
VICTORIA,-0.0012,,mg/L,20.8,0,-0.0002,0.0024,-0.0001,-0.0002,-0.0002
CELDA 1,0.004,,mg/L,39.1,0.0002,0.0005,0.0027,0.0006,0.0006,0.0003
CELDA 2,0.0076,,mg/L,33.4,0.0003,0.0009,0.0021,0.0007,0.0013,0.0009
CELDA 3,0.0017,,mg/L,>100,0.0004,0.0002,0.0027,0.0004,0.0004,-0.0002
CELDA 4A,-0.0046,,mg/L,19.7,0.0001,-0.0006,0.0032,-0.0006,-0.0004,-0.0007
CELDA 4B,-0.0014,,mg/L,>100,0.0002,-0.0002,0.0028,-0.0004,0,-0.0001
CELDA 5A,-0.0014,,mg/L,>100,0.0005,-0.0002,0.0022,-0.0006,-0.0003,0.0004
CELDA 5B,-0.004,,mg/L,33.8,0.0002,-0.0005,0.0026,-0.0004,-0.0004,-0.0007
PATRON,1.0171,,mg/L,0.8,0.001,0.1269,0.0016,0.126,0.1279,0.1267
BLANCO,-0.0004,,mg/L,>100,0.0003,-0.0001,0.0006,0.0002,-0.0003,-0.0001
BLANCO REACTIVO,0,,mg/L,28.8,0.0002,-0.0006,0.0003,-0.0005,-0.0005,-0.0008
