PATRON,5.0156,,mg/L,0.7,0.0004,0.0584,0.0008,0.0588,0.058,0.0583
BLANCO,0.0419,,mg/L,60.7,0.0003,0.0005,-0.0001,0.0002,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,20.8,0.0001,-0.0003,0.0006,-0.0003,-0.0003,-0.0004
FASE 1,0.046,,mg/L,40.4,0.0002,0.0006,0.0015,0.0007,0.0003,0.0007
FASE 2,0.051,,mg/L,49.9,0.0003,0.0006,0.0013,0.0003,0.0008,0.0008
FASE 3,0.0302,,mg/L,>100,0.0004,0.0004,0.0015,0.0008,0,0.0003
VSP NORTE,0.0727,,mg/L,13.5,0.0001,0.0009,0.0013,0.0009,0.0008,0.001
CELDA 8.1,0.051,,mg/L,56.7,0.0004,0.0006,0.0013,0.0008,0.0002,0.0008
CELDA 8.2,0.0807,,mg/L,16.8,0.0002,0.001,0.0011,0.0008,0.0011,0.001
CELDA 8.3,0.0417,,mg/L,30.5,0.0002,0.0005,0.0015,0.0005,0.0007,0.0003
PATRON,5.0417,,mg/L,0.5,0.0003,0.0587,0.0018,0.0584,0.0586,0.059
BLANCO,-0.0089,,mg/L,>100,0.0005,-0.0001,0.0011,-0.0004,-0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,62.3,0.0003,-0.0005,0.001,-0.0007,-0.0007,-0.0001
