PATRON,5.0029,,mg/L,0.3,0.101,0.1009,0.1014,0.1008
BLANCO,-0.0007,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,74.9,-0.0003,-0.0001,-0.0005,-0.0003
H,4.5546,,mg/L,0.2,0.0922,0.0921,0.092,0.0923
C1,4.5117,,mg/L,0.1,0.0913,0.0914,0.0912,0.0914
C2,4.5051,,mg/L,0.7,0.0912,0.0905,0.0916,0.0914
PATRON,5.0593,,mg/L,1.9,0.1021,0.1034,0.1031,0.0999
BLANCO,-0.0086,,mg/L,47.4,-0.0002,-0.0003,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,14.3,-0.0006,-0.0007,-0.0005,-0.0006
C3,4.5421,,mg/L,0.6,0.0919,0.0912,0.0923,0.0921
C4,4.5647,,mg/L,0.3,0.0924,0.0922,0.0922,0.0927
T,4.4993,,mg/L,0.4,0.0911,0.0913,0.0913,0.0906
PATRON,5.0468,,mg/L,0.4,0.1019,0.1023,0.1016,0.1018
BLANCO,-0.005,,mg/L,69.2,-0.0001,-0.0002,0,-0.0001
BLANCO REACTIVO,0,,mg/L,8.3,-0.0009,-0.0008,-0.0008,-0.0009
DP1,0.0817,,mg/L,5.7,0.0017,0.0016,0.0018,0.0017
DP2,0.2122,,mg/L,4.6,0.0044,0.0044,0.0042,0.0046
DP3,0.2735,,mg/L,2.1,0.0056,0.0057,0.0057,0.0055
PATRON,5.0065,,mg/L,0.3,0.1011,0.1008,0.1015,0.101
BLANCO,-0.0058,,mg/L,>100,-0.0001,0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,7.5,-0.0011,-0.001,-0.0012,-0.001
DP4,0.8958,,mg/L,0.7,0.0184,0.0183,0.0186,0.0184
DP5,0.6412,,mg/L,0.5,0.0132,0.0133,0.0131,0.0132
DP6,22.4642,,mg/L,0.3,0.4195,0.4199,0.4183,0.4205
PATRON,5.0056,,mg/L,0.6,0.1011,0.1015,0.1013,0.1004
BLANCO,-0.003,,mg/L,49.4,-0.0001,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,20.5,-0.0011,-0.0012,-0.0013,-0.0009
ELY1,4.579,,mg/L,0.9,0.0926,0.0926,0.0918,0.0935
ELY2,4.5565,,mg/L,0.5,0.0922,0.0921,0.0927,0.0918
ELY3,4.5304,,mg/L,0.1,0.0917,0.0917,0.0918,0.0916
PATRON,5.0032,,mg/L,0.6,0.101,0.1013,0.1003,0.1014
BLANCO,0.001,,mg/L,>100,0,0.0002,-0.0001,0
BLANCO REACTIVO,0,,mg/L,21.8,-0.0012,-0.0014,-0.001,-0.001
ELY4,4.4857,,mg/L,0.2,0.0908,0.091,0.0906,0.0907
ELY5,4.4328,,mg/L,0.2,0.0897,0.0899,0.0898,0.0895
PATRON,5.0123,,mg/L,0.5,0.1012,0.1018,0.1007,0.1011
BLANCO,0.0056,,mg/L,91.6,0.0001,0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,9.8,-0.0012,-0.0011,-0.0012,-0.0013
