Analista,,,,,,,,,
Fecha de inicio,08/04/2023 01:00 a. m.  GMT: 08/04/2023 07:00 a. m.,,,,,,,,
Hoja de trabajo,SA000909-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9999,,mg/L,0.9,0.1366,0.1371,0.1375,0.1353
,BLANCO,-0.0041,,mg/L,21.7,-0.0006,-0.0007,-0.0004,-0.0006
,BLANCO REACTIVO,0,,mg/L,28,-0.0002,-0.0002,-0.0003,-0.0002
,SA000891-015,32.1229,,mg/L,1.1,0.1755,0.1739,0.175,0.1777
,SA000891-016,31.1907,,mg/L,0.2,0.1706,0.1708,0.1701,0.1708
,SA000891-017,30.2541,,mg/L,0.6,0.1652,0.1652,0.1641,0.1662
,SA000891-018,31.5411,,mg/L,0.6,0.1718,0.1711,0.1713,0.1729
,SA000891-019,14.6401,,mg/L,0.3,0.0806,0.0804,0.0808,0.0806
,PATRON,1.015,,mg/L,0.4,0.1386,0.1393,0.1381,0.1385
,SA000891-020,23.3903,,mg/L,0.2,0.1284,0.1286,0.1285,0.1281
,SA000891-021,5.2082,,mg/L,0.1,0.0288,0.0288,0.0288,0.0288
,SA000891-022,1.8202,,mg/L,0.1,0.0101,0.0101,0.0101,0.0101
,SA000891-024,12.49,,mg/L,0.1,0.0691,0.069,0.069,0.0692
,SA000891-025,0.0048,,mg/L,>100,0,0.0002,-0.0001,-0.0001
,PATRON,1.0164,,mg/L,0.8,0.1388,0.1392,0.1397,0.1376
,BLANCO,0.0011,,mg/L,37.5,0.0002,0.0002,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,48.6,-0.0001,-0.0001,-0.0001,-0.0002
,SA000891-026,3.1038,,mg/L,0.8,0.0171,0.0172,0.0172,0.0169
,SA000891-027,4.0878,,mg/L,0.7,0.0225,0.0224,0.0227,0.0224
,SA000891-028,3.0635,,mg/L,1.2,0.0169,0.0171,0.0167,0.0168
,SA000893-012,5.1455,,mg/L,0.1,0.0284,0.0284,0.0285,0.0284
,SA000893-013,6.2306,,mg/L,0.7,0.0344,0.0343,0.0342,0.0346
,PATRON,1.0128,,mg/L,0.3,0.1383,0.1381,0.1389,0.1381
,SA000893-014,7.7285,,mg/L,0.6,0.0429,0.0427,0.0432,0.0428
,SA000893-015,13.6651,,mg/L,0.3,0.0761,0.0759,0.0761,0.0764
,SA000893-016,6.3701,,mg/L,0.3,0.0353,0.0354,0.0352,0.0354
,SA000893-017,14.2075,,mg/L,1.2,0.0782,0.0772,0.0791,0.0785
,SA000893-018,32.2768,,mg/L,0.8,0.1764,0.1749,0.1765,0.1778
,PATRON,1.0132,,mg/L,0.3,0.1384,0.1381,0.1389,0.1381
,BLANCO,-0.0004,,mg/L,>100,-0.0001,-0.0002,0,0
,BLANCO REACTIVO,0,,mg/L,51.1,-0.0003,-0.0003,-0.0001,-0.0004
,SA000895-009,4.66,,mg/L,0.7,0.0256,0.0256,0.0258,0.0254
,SA000895-010,10.2479,,mg/L,1,0.0564,0.0558,0.0567,0.0568
,SA000895-011,5.3572,,mg/L,0.8,0.0294,0.0294,0.0297,0.0292
,SA000895-012,22.6151,,mg/L,0.1,0.1244,0.1243,0.1245,0.1244
,SA000895-013,1.8526,,mg/L,1.4,0.0102,0.0101,0.0104,0.0101
,PATRON,1.0176,,mg/L,0.3,0.139,0.1388,0.1387,0.1395
,SA000895-014,4.9334,,mg/L,0.3,0.0273,0.0274,0.0272,0.0273
,SA000895-015,4.8667,,mg/L,0,0.0267,0.0267,0.0267,0.0267
,PATRON,1.0044,,mg/L,0.6,0.1372,0.1373,0.1363,0.138
,BLANCO,0.0005,,mg/L,>100,0.0001,0.0001,0.0001,0
,BLANCO REACTIVO,0,,mg/L,59.9,-0.0002,-0.0002,-0.0003,-0.0001
