Analista,ALS,,,,,,,,
Fecha de inicio,12/03/2023 04:00 a. m.  GMT: 12/03/2023 10:00 a. m.,,,,,,,,
Hoja de trabajo,SA000652-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0079,,mg/L,0.4,0.1343,0.1342,0.1339,0.1349
,BLANCO,0.0073,,mg/L,4.1,0.001,0.001,0.001,0.001
,BLANCO REACTIVO,0,,mg/L,24.1,0.0003,0.0003,0.0004,0.0002
,SA000620-001,2.5417,,mg/L,1,0.0138,0.0137,0.0139,0.0136
,SA000620-002,3.5101,,mg/L,31.1,-0.0002,-0.0001,-0.0002,-0.0002
,SA000620-003,-0.0296,,mg/L,0.9,0.0191,0.019,0.0193,0.019
,SA000620-004,3.4765,,mg/L,0.5,0.0188,0.0188,0.0188,0.0187
,SA000620-005,3.596,,mg/L,0.4,0.0194,0.0195,0.0194,0.0193
,PATRON,1.0048,,mg/L,0.8,0.1339,0.1342,0.1348,0.1328
,SA000620-006,0.0426,,mg/L,>100,0.0002,0.0005,0,0.0002
,PATRON,1.0041,,mg/L,0.6,0.1338,0.133,0.1345,0.134
,BLANCO,0.0038,,mg/L,13.8,0.0005,0.0006,0.0005,0.0004
,BLANCO REACTIVO,0,,mg/L,24.3,0.0005,0.0006,0.0004,0.0005
