PATRON,0.0508,,mg/L,11.1,0.0003,0.0024,-0.0024,0.0023,0.0027,0.0022
BLANCO,0.0021,,mg/L,>100,0.0002,0,-0.0003,-0.0002,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0002,-0.0002,-0.0003,-0.0005,0.0001
H KCA PO,0.0556,,mg/L,2,0.0001,0.0026,0.0008,0.0026,0.0026,0.0027
H KCA PO,0.0603,,mg/L,3.8,0.0001,0.0028,0.0006,0.0029,0.0029,0.0027
H KCA PO,0.0571,,mg/L,3.2,0.0001,0.0027,0.0006,0.0026,0.0027,0.0028
PATRON,0.0503,,mg/L,2.1,0,0.0024,-0.0022,0.0024,0.0023,0.0023
H KCA PO,0.0589,,mg/L,5.6,0.0002,0.0028,0.0004,0.0027,0.0027,0.0029
H KCA PO,0.0539,,mg/L,11.7,0.0003,0.0024,0.0015,0.0027,0.0024,0.0021
PATRON,0.0458,,mg/L,7.9,0.0002,0.0021,-0.0026,0.002,0.0023,0.002
BLANCO,0.0035,,mg/L,91.3,0.0001,0.0001,-0.0005,0,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0001,-0.0007,0.0001,0,-0.0003
M1 PO,0.0514,,mg/L,13.9,0.0003,0.0024,-0.0001,0.0027,0.002,0.0026
M2 PO,0.038,,mg/L,10.2,0.0002,0.0018,0,0.0016,0.002,0.0017
M3 PO,0.0242,,mg/L,10.2,0.0001,0.0011,0,0.0011,0.0012,0.001
M4 PO,0.0148,,mg/L,14.8,0.0001,0.0006,-0.0003,0.0007,0.0007,0.0005
PATRON,0.0458,,mg/L,2.3,0,0.0021,-0.003,0.0021,0.0022,0.0021
P KCA PO,0.0129,,mg/L,28,0.0002,0.0006,0.0008,0.0007,0.0004,0.0005
PATRON,0.0469,,mg/L,4.6,0.0001,0.0022,-0.0022,0.0021,0.0022,0.0023
BLANCO,-0.0003,,mg/L,>100,0.0001,-0.0001,-0.0011,0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0001,-0.0007,0.0003,-0.0004,-0.0001
CELDA 8,0.0512,,mg/L,0.6,0,0.0024,0.0003,0.0024,0.0024,0.0024
PATRON,0.0542,,mg/L,3.4,0.0001,0.0024,-0.0023,0.0025,0.0023,0.0024
BLANCO,0.0054,,mg/L,>100,0.0002,0.0001,0,0.0003,0,0
BLANCO REACTIVO,0,,mg/L,29.1,0.0001,-0.0004,0.0024,-0.0003,-0.0005,-0.0005
H KCA PE,0.0303,,mg/L,2,0,0.0013,0.0004,0.0013,0.0013,0.0013
H KCA PE,0.029,,mg/L,3.8,0,0.0012,0.0006,0.0012,0.0012,0.0013
H KCA PE,0.0292,,mg/L,3.5,0,0.0012,0.0001,0.0012,0.0013,0.0012
PATRON,0.0493,,mg/L,6.8,0.0001,0.0022,-0.0019,0.0023,0.0022,0.002
H KCA PE,0.0269,,mg/L,8.1,0.0001,0.0011,0.0003,0.0011,0.0011,0.0012
H KCA PE,0.0344,,mg/L,24.1,0.0004,0.0015,0.0023,0.0013,0.0019,0.0013
PATRON,0.0492,,mg/L,6.3,0.0001,0.0022,-0.0018,0.0023,0.0021,0.0022
BLANCO,-0.0008,,mg/L,66.5,0.0002,-0.0002,0.0033,-0.0002,-0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,47.7,0.0002,0.0005,-0.0012,0.0006,0.0002,0.0007
M1 PE,0.0185,,mg/L,30.2,0.0002,0.0007,0.0039,0.0008,0.0009,0.0005
M2 PE,0.0164,,mg/L,20.3,0.0001,0.0006,0.0037,0.0006,0.0005,0.0007
M3 PE,0.0127,,mg/L,45.3,0.0002,0.0004,0.0035,0.0004,0.0006,0.0002
M4 PE,0.0145,,mg/L,34.9,0.0002,0.0005,0.0037,0.0007,0.0004,0.0005
PATRON,0.0515,,mg/L,1.7,0,0.0023,0.0005,0.0023,0.0023,0.0022
P KCA PE,0.0125,,mg/L,54.6,0.0002,0.0004,0.0036,0.0004,0.0006,0.0002
PATRON,0.0517,,mg/L,5.2,0.0001,0.0023,0.0003,0.0022,0.0024,0.0022
BLANCO,0.0104,,mg/L,29,0.0001,0.0003,0.0024,0.0003,0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.0001,0.0017,0,0.0004,-0.0001
ELY 1,0.0207,,mg/L,14.3,0.0001,0.0008,0.0027,0.0009,0.0007,0.0009
ELY 2,0.0203,,mg/L,43.8,0.0003,0.0008,0.0026,0.0004,0.0011,0.0008
ELY 3,0.0165,,mg/L,7.6,0,0.0006,0.003,0.0006,0.0006,0.0006
ELY 4,0.0147,,mg/L,6.5,0,0.0005,0.0029,0.0006,0.0005,0.0005
PATRON,0.047,,mg/L,9.7,0.0002,0.0021,-0.0006,0.0019,0.002,0.0023
ELY P,0.008,,mg/L,>100,0.0003,0.0002,0.0025,0.0002,-0.0001,0.0005
PATRON,0.0528,,mg/L,14.5,0.0003,0.0024,-0.0009,0.002,0.0027,0.0024
BLANCO,-0.0007,,mg/L,>100,0.0003,-0.0002,0.0015,-0.0006,0,0
BLANCO REACTIVO,0,,mg/L,79.8,0.0001,0.0002,0.0014,0.0003,0,0.0002
