PATRON,5.0055,,mg/L,0.3,0.0524,1,1,1,0.0524,0.0523,0.0526
BLANCO,-0.0313,,mg/L,78.8,-0.0003,1,1,1,-0.0005,-0.0005,0
BLANCO REACTIVO,0,,mg/L,8.6,-0.0023,1,1,1,-0.0024,-0.0021,-0.0025
FASE 1,0.0201,,mg/L,80.1,0.0002,1,1,1,0.0001,0.0002,0.0004
FASE 2,0.0111,,mg/L,>100,0.0001,1,1,1,-0.0002,0.0003,0.0002
FASE 3,0.0301,,mg/L,46,0.0003,1,1,1,0.0004,0.0002,0.0003
VSP NORTE,0.0193,,mg/L,55.8,0.0002,1,1,1,0.0001,0.0003,0.0002
CELDA 8.1,0.0005,,mg/L,>100,0,1,1,1,-0.0001,0,0.0001
CELDA 8.2,0.0344,,mg/L,21.9,0.0003,1,1,1,0.0004,0.0004,0.0003
CELDA 8.3,0.0634,,mg/L,48.6,0.0006,1,1,1,0.0007,0.0003,0.0009
PATRON,4.8831,,mg/L,7.2,0.0511,1,1,1,0.049,0.049,0.0554
BLANCO,-0.0054,,mg/L,>100,-0.0001,1,1,1,-0.0001,0,0
BLANCO REACTIVO,0,,mg/L,18,-0.0018,1,1,1,-0.0018,-0.0015,-0.0021
