PATRON,0.1965,,mg/L,3.8,0.0085,-0.0005,1,1,1,0.0082,0.0083,0.0088
BLANCO,-0.004,,mg/L,20.1,0.0005,0.0001,1,1,1,0.0007,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0002,1,1,1,0,0.001,0.0006
CELDA 8,0.0062,,mg/L,68.9,0.0009,0.0048,1,1,1,0.0005,0.0007,0.0017
CANAL,0.0047,,mg/L,69,0.0009,0.0038,1,1,1,0.0013,0.0002,0.0012
FASE 1,0.0371,,mg/L,18.9,0.0022,0.0034,1,1,1,0.0021,0.0026,0.0018
PATRON,0.2105,,mg/L,12.3,0.009,-0.002,1,1,1,0.0079,0.009,0.0101
FASE 2,0.0226,,mg/L,12.3,0.0016,0.0029,1,1,1,0.0018,0.0016,0.0014
FASE 3,0.0129,,mg/L,76.5,0.0012,0.0022,1,1,1,0.0011,0.0022,0.0003
PATRON,0.1899,,mg/L,10.5,0.0082,-0.0011,1,1,1,0.0091,0.0082,0.0073
BLANCO,0.0062,,mg/L,89.8,0.0009,-0.0004,1,1,1,0.0017,0.0011,0
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.0001,1,1,1,-0.0003,0.0011,0.0002
VSP NORTE,0.023,,mg/L,48.2,0.0016,0.003,1,1,1,0.0008,0.0016,0.0024
CELDA 8.1,0.0313,,mg/L,8.7,0.0019,0.0024,1,1,1,0.0021,0.002,0.0018
CELDA 8.2,0.0051,,mg/L,53.8,0.0009,0.0035,1,1,1,0.0004,0.0014,0.0009
CELDA 8.3,-0.0073,,mg/L,82,0.0004,0.005,1,1,1,0.0008,0.0004,0.0001
PATRON,0.2094,,mg/L,5.7,0.009,-0.0007,1,1,1,0.0091,0.0084,0.0094
S. RICA,0.008,,mg/L,13.2,0.001,0.004,1,1,1,0.0009,0.0011,0.001
PATRON,0.2065,,mg/L,3.9,0.0088,0.002,1,1,1,0.0089,0.0092,0.0085
BLANCO,0.0044,,mg/L,49.7,0.0009,0.0028,1,1,1,0.0006,0.0006,0.0014
BLANCO REACTIVO,0,,mg/L,41.7,-0.0014,0.0023,1,1,1,-0.0011,-0.001,-0.002
TRITURADORA,0.0268,,mg/L,9.7,0.0018,0.0056,1,1,1,0.0019,0.0018,0.0016
VICTORIA,0.023,,mg/L,23.8,0.0016,0.0055,1,1,1,0.002,0.0015,0.0013
CELDA 1,0.029,,mg/L,11.8,0.0018,0.0057,1,1,1,0.0016,0.0019,0.002
CELDA 2,0.0587,,mg/L,6.6,0.003,0.0051,1,1,1,0.0032,0.0031,0.0028
CELDA 3,0.0208,,mg/L,37.2,0.0015,0.0064,1,1,1,0.0015,0.0021,0.001
CELDA 4A,0.0429,,mg/L,33.3,0.0024,0.0053,1,1,1,0.0015,0.0025,0.0031
CELDA 4B,0.0528,,mg/L,17.6,0.0028,0.0055,1,1,1,0.0023,0.0033,0.0027
CELDA 5A,0.0347,,mg/L,41.5,0.0021,0.0063,1,1,1,0.0015,0.0017,0.0031
CELDA 5B,0.0333,,mg/L,32,0.002,0.0057,1,1,1,0.0026,0.0021,0.0013
PATRON,0.2114,,mg/L,10.7,0.009,0.0017,1,1,1,0.0094,0.0079,0.0097
BLANCO,0.0048,,mg/L,23.5,0.0009,0.0008,1,1,1,0.0007,0.0011,0.001
BLANCO REACTIVO,0,,mg/L,41.2,-0.0003,0.0011,1,1,1,-0.0004,-0.0002,-0.0005
