Analista,JS,,,,,,,,
Fecha de inicio,03:12 p. m. 23/12/2025  GMT: 09:12 p. m. 23/12/2025,,,,,,,,
Hoja de trabajo,SA007348,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5056,,mg/L,1,1.4,0.0185,0.0021,
Au,BLANCO,0.0088,,mg/L,1,55.9,0.0003,0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,0.0005,
Au,SA007348-001,0.0566,,mg/L,1,1.5,0.0088,0.001,30.03
Au,SA007348-002,0.0643,,mg/L,1,1.4,0.01,0.0019,30.02
Au,SA007348-003,0.0057,,mg/L,1,18.5,0.0009,0.0009,30.01
Au,SA007348-004,0.7712,,mg/L,1,0.8,0.1295,0.0002,30
Au,SA007348-005,0.1337,,mg/L,1,2,0.0211,0.0008,30.04
Au,PATRON,0.5075,,mg/L,1,1,0.0186,0.0019,
Au,SA007348-006,1.3588,,mg/L,1,1.7,0.2294,0.001,30.02
Au,SA007348-007,1.3591,,mg/L,1,0.6,0.2296,0.0009,30.03
Au,SA007348-008,0.1671,,mg/L,1,1.2,0.0265,0.0011,30.04
Au,SA007348-009,0.1402,,mg/L,1,0.4,0.0221,0.0008,30.02
Au,SA007348-010,0.068,,mg/L,1,3.6,0.0106,0.0014,30.03
Au,PATRON,0.4888,,mg/L,1,1.7,0.0179,0.0025,
Au,BLANCO,-0.0036,,mg/L,1,>100,-0.0001,0.0011,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,0.0012,
Au,SA007348-011,4.6408,,mg/L,1,1.4,0.0693,0.0036,30.02
Au,SA007348-012,2.0949,,mg/L,1,0.4,0.3362,0.0018,30.01
Au,SA007348-013,0.3139,,mg/L,1,1.1,0.0507,0.0012,30.01
Au,SA007348-014,0.2402,,mg/L,1,1.7,0.0384,0.0013,30.01
Au,SA007348-015,0.3356,,mg/L,1,1.2,0.0543,0.0012,30
Au,PATRON,0.4912,,mg/L,1,0.5,0.018,0.0034,
Au,SA007348-016,1.3499,,mg/L,1,1.4,0.2278,0.0015,3
Au,SA007348-017,0.7447,,mg/L,1,0.3,0.1249,0.0012,30.02
Au,SA007348-018,0.472,,mg/L,1,0.2,0.0706,0.0052,30.04
Au,SA007348-019,0.4903,,mg/L,1,2.7,0.0735,0.0032,30.04
Au,SA007348-020,0.2142,,mg/L,1,0.6,0.0341,0.0014,30.02
Au,PATRON,0.5151,,mg/L,1,0.4,0.0189,0.0026,
Au,BLANCO,0.0144,,mg/L,1,94.4,0.0005,0.0014,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0,0.0015,
Au,SA007348-021,0.7428,,mg/L,1,1.1,0.1247,0.0019,30.04
Au,SA007348-022,1.0594,,mg/L,1,0.3,0.1795,0.0017,30.01
Au,SA007348-023,0.4201,,mg/L,1,0.5,0.0686,0.002,30
Au,SA007348-024,0.4065,,mg/L,1,0.6,0.0663,0.0018,30
Au,SA007348-025,0.4654,,mg/L,1,1.2,0.0764,0.0015,30.02
Au,PATRON,0.4832,,mg/L,1,1.5,0.0177,0.004,
Au,SA007348-026,0.2074,,mg/L,1,0.9,0.033,0.0025,30.02
Au,SA007348-027,-0.0005,,mg/L,1,83.5,-0.0001,0.0024,3
Au,SA007348-028,0.2233,,mg/L,1,1.2,0.0325,0.0042,30.01
Au,SA007348-029,0.4419,,mg/L,1,1.5,0.0724,0.0021,30.02
Au,SA007348-030,0.3001,,mg/L,1,2.1,0.0484,0.002,30.03
Au,PATRON,0.4797,,mg/L,1,1.2,0.0176,0.0049,
Au,BLANCO,-0.0101,,mg/L,1,50.2,-0.0004,0.0024,
Au,BLANCO REACTIVO,0,,mg/L,1,97.2,-0.0004,0.0023,
Au,SA007348-031,0.6031,,mg/L,1,1.2,0.1002,0.0028,30
Au,SA007348-032,0.3914,,mg/L,1,0.1,0.0637,0.0028,30
Au,PATRON,0.4858,,mg/L,1,0.2,0.0178,0.0049,
Au,BLANCO,-0.0051,,mg/L,1,>100,-0.0002,0.003,
Au,BLANCO REACTIVO,0,,mg/L,1,36.3,-0.0006,0.0028,
