PATRON,0.0487,,mg/L,19,0.0026,-0.0012,0.0031,0.0026,0.0021
BLANCO,0.0021,,mg/L,>100,0.0001,0.0012,0.0003,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0014,0,-0.0004,0.0001
H KCA PO,0.0473,,mg/L,28.5,0.0026,-0.0016,0.0029,0.0031,0.0017
H KCA PO,0.0496,,mg/L,16.7,0.0025,0.0039,0.0025,0.0021,0.0029
H KCA PO,0.0464,,mg/L,4.3,0.0025,0.0019,0.0024,0.0026,0.0025
PATRON,0.0502,,mg/L,3.4,0.0025,0.0003,0.0024,0.0026,0.0026
H KCA PO,0.0478,,mg/L,9.5,0.0024,0.0041,0.0026,0.0024,0.0022
H KCA PO,0.0475,,mg/L,12,0.0024,0.0042,0.0022,0.0027,0.0023
PATRON,0.0524,,mg/L,0.7,0.003,-0.0007,0.003,0.003,0.003
BLANCO,0.0046,,mg/L,58.3,0.0002,0.0024,0.0002,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0002,0.0005,0.0001,0
M1 PO,0.0421,,mg/L,8.7,0.0025,0.003,0.0024,0.0028,0.0024
M2 PO,0.0288,,mg/L,12.7,0.0018,0.0032,0.0019,0.0021,0.0016
M3 PO,0.0184,,mg/L,15.9,0.0013,0.003,0.0014,0.0011,0.0015
M4 PO,0.0175,,mg/L,1.4,0.0013,0.0029,0.0013,0.0013,0.0013
PATRON,0.0538,,mg/L,0.4,0.0031,-0.0009,0.0031,0.0031,0.0031
P KCA PO,0.0107,,mg/L,8.4,0.0009,0.003,0.001,0.0009,0.0009
PATRON,0.0527,,mg/L,12.4,0.003,-0.0009,0.0029,0.0035,0.0027
BLANCO,0.0037,,mg/L,31.5,0.0006,0.001,0.0006,0.0004,0.0008
BLANCO REACTIVO,0,,mg/L,55.2,0.0009,0.0007,0.0009,0.0004,0.0013
CELDA 8,0.0344,,mg/L,6.6,0.0021,0.0028,0.002,0.0022,0.0022
PATRON,0.0541,,mg/L,4.8,0.0031,-0.001,0.0032,0.003,0.0031
BLANCO,0.0078,,mg/L,7,0.0008,0.0006,0.0009,0.0008,0.0008
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0003,0.0002,0,0
H KCA PE,0.0292,,mg/L,3.8,0.0019,0.0032,0.0018,0.0019,0.0019
H KCA PE,0.0296,,mg/L,15.8,0.0019,0.0028,0.0018,0.0017,0.0022
H KCA PE,0.0328,,mg/L,2.9,0.002,0.0028,0.0021,0.0021,0.002
PATRON,0.054,,mg/L,8.2,0.0031,-0.0011,0.0033,0.0032,0.0028
H KCA PE,0.0266,,mg/L,6.1,0.0017,0.003,0.0016,0.0017,0.0019
H KCA PE,0.0286,,mg/L,9.3,0.0018,0.0029,0.0017,0.0017,0.002
PATRON,0.0481,,mg/L,4.1,0.0026,-0.0018,0.0025,0.0026,0.0027
BLANCO,0.0004,,mg/L,>100,0.0004,-0.0002,0,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0001,0.0003,0,-0.0001
M1 PE,0.0172,,mg/L,7.5,0.0012,0.0018,0.0012,0.0011,0.0012
M2 PE,0.0161,,mg/L,14.1,0.0011,0.0019,0.0011,0.0013,0.001
M3 PE,0.0096,,mg/L,72.5,0.0008,0.0018,0.0013,0.0009,0.0002
M4 PE,0.0079,,mg/L,21.1,0.0007,0.0017,0.0007,0.0009,0.0006
PATRON,0.0497,,mg/L,8.7,0.0027,-0.0021,0.0029,0.0024,0.0027
P KCA PE,0.0021,,mg/L,28.3,0.0005,0.0018,0.0003,0.0005,0.0006
PATRON,0.0494,,mg/L,2.5,0.0027,-0.002,0.0026,0.0027,0.0026
BLANCO,-0.0039,,mg/L,84.3,0.0002,-0.0002,0.0001,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,52,0.0003,-0.0001,0.0004,0.0003,0.0001
ELY 1,0.0273,,mg/L,7.6,0.0016,0.0012,0.0015,0.0018,0.0016
ELY 2,0.021,,mg/L,12.6,0.0013,0.0013,0.0015,0.0011,0.0014
ELY 3,0.0176,,mg/L,4.5,0.0012,0.001,0.0012,0.0012,0.0011
ELY 4,0.0145,,mg/L,20.2,0.001,0.0012,0.0013,0.001,0.0009
PATRON,0.0533,,mg/L,9.1,0.0028,-0.0025,0.003,0.0029,0.0025
ELY P,0.0094,,mg/L,13.9,0.0008,0.0011,0.0009,0.0007,0.0007
PATRON,0.0509,,mg/L,6.7,0.0027,-0.0024,0.0027,0.0025,0.0029
BLANCO,0.0019,,mg/L,18.5,0.0005,-0.0011,0.0004,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0004,0,0,0.0001
