PATRON,4.8533,,mg/L,0.1,0.0536,0.0536,0.0536,0.0535
BLANCO,0.0008,,mg/L,>100,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,5.9,0.0011,0.001,0.0012,0.0012
FASE 1,0.033,,mg/L,5.9,0.0004,0.0004,0.0004,0.0004
FASE 2,0.0431,,mg/L,6.9,0.0005,0.0005,0.0005,0.0005
FASE 3,0.0639,,mg/L,0.8,0.0007,0.0007,0.0007,0.0007
VSP NORTE,0.063,,mg/L,2.9,0.0007,0.0007,0.0007,0.0007
CELDA 8.1,0.0709,,mg/L,5.8,0.0008,0.0008,0.0009,0.0008
CELDA 8.2,0.0685,,mg/L,4.8,0.0008,0.0008,0.0008,0.0007
CELDA 8.3,0.1067,,mg/L,5.2,0.0012,0.0013,0.0012,0.0013
PATRON,4.8922,,mg/L,0.9,0.054,0.0536,0.0539,0.0545
BLANCO,0.0012,,mg/L,>100,0,0,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,2.1,0.0019,0.0019,0.0019,0.0019
