PATRON,4.9087,,mg/L,1.4,0.057,1,1,1,0.0562,0.0578,0.0569
BLANCO,0.0069,,mg/L,97.3,0.0001,1,1,1,0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,11.1,-0.0015,1,1,1,-0.0016,-0.0013,-0.0014
FASE 1,-0.0045,,mg/L,>100,-0.0001,1,1,1,-0.0001,0.0001,-0.0002
PATRON,4.8577,,mg/L,0.2,0.0564,1,1,1,0.0565,0.0563,0.0563
FASE 2,-0.0006,,mg/L,>100,0,1,1,1,0,0,0
FASE 3,-0.0109,,mg/L,27.1,-0.0001,1,1,1,-0.0001,-0.0002,-0.0001
PATRON,4.9185,,mg/L,0.5,0.0571,1,1,1,0.0574,0.057,0.0568
BLANCO,-0.005,,mg/L,>100,-0.0001,1,1,1,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,9.2,-0.0018,1,1,1,-0.0016,-0.002,-0.0019
VSP NORTE,-0.0107,,mg/L,>100,-0.0001,1,1,1,-0.0004,-0.0001,0.0001
CELDA 8.1,0.0106,,mg/L,>100,0.0001,1,1,1,0.0003,0,0.0001
CELDA 8.2,-0.0129,,mg/L,>100,-0.0002,1,1,1,0,-0.0002,-0.0003
CELDA 8.3,0.0862,,mg/L,16.9,0.001,1,1,1,0.0011,0.0012,0.0009
PATRON,4.9434,,mg/L,0.6,0.0535,1,1,1,0.0532,0.0538,0.0535
BLANCO,-0.0124,,mg/L,83.4,-0.0001,1,1,1,-0.0002,0,-0.0002
BLANCO REACTIVO,0,,mg/L,2.3,0.0042,1,1,1,0.0043,0.0041,0.0041
