Analista,JS,,,,,,,,,,,,
Fecha de inicio,13/08/2024 02:37 a. m.  GMT: 13/08/2024 08:37 a. m.,,,,,,,,,,,,
Hoja de trabajo,SA005054_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5005,,mg/L,2.3,0.0158,0.0007,,,,0.0162,0.0157,0.0155
,BLANCO,0.0111,,mg/L,>100,0.0004,-0.0001,,,,0.0006,0.0006,-0.0001
,BLANCO REACTIVO,0,,mg/L,63.5,-0.0003,-0.0001,,,,-0.0001,-0.0003,-0.0004
,SA005054-001,0.1627,,mg/L,1.9,0.0147,0.0007,20.08,,,0.0145,0.015,0.0148
,SA005054-002,0.228,,mg/L,1.3,0.0206,0.0007,20.07,,,0.0204,0.0209,0.0205
,SA005054-003,0.1892,,mg/L,1.9,0.0171,0.0003,20.02,,,0.0172,0.0167,0.0173
,SA005054-004,0.2155,,mg/L,1.6,0.0195,0.0006,20.03,,,0.0196,0.0196,0.0191
,SA005054-005,0.1742,,mg/L,2.2,0.0157,0.0005,20.03,,,0.0154,0.016,0.0159
,PATRON,0.5063,,mg/L,3.4,0.016,0.0009,,,,0.0164,0.0161,0.0154
,SA005054-006,0.1929,,mg/L,0.8,0.0175,0.0005,20.08,,,0.0174,0.0174,0.0176
,SA005054-007,0.2407,,mg/L,1.2,0.0217,0.0004,20.05,,,0.0214,0.0218,0.0219
,SA005054-008,0.1954,,mg/L,2.2,0.0176,0.0003,20.01,,,0.0172,0.018,0.0177
,SA005054-009,0.2233,,mg/L,1.7,0.0202,0.0004,20,,,0.0205,0.0198,0.0202
,SA005054-010,0.1712,,mg/L,1.9,0.0155,0.0002,20,,,0.0152,0.0156,0.0158
,PATRON,0.5139,,mg/L,1.1,0.0162,0.0009,,,,0.0164,0.0162,0.0161
,BLANCO,0.0112,,mg/L,>100,0.0004,0.0002,,,,0.0009,0.0003,-0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0002,,,,0.0003,-0.0002,0.0002
,SA005054-011,0.3242,,mg/L,0.7,0.0292,-0.0004,20.03,,,0.0289,0.0292,0.0293
,SA005054-012,0.3029,,mg/L,1,0.0273,0,20.04,,,0.0273,0.027,0.0275
,SA005054-013,0.0064,,mg/L,74.4,0.0006,-0.0006,20.05,,,0.0003,0.0011,0.0004
,SA005054-014,0.0064,,mg/L,36.8,0.0007,-0.0006,20.06,,,0.0004,0.0009,0.0008
,SA005054-015,0.0036,,mg/L,>100,0.0003,-0.0004,20,,,0.0005,-0.0001,0.0006
,PATRON,0.4929,,mg/L,1.4,0.0156,0.0004,,,,0.0157,0.0153,0.0157
,SA005054-016,0.324,,mg/L,2.1,0.0292,-0.0003,20.06,,,0.0286,0.0293,0.0298
,SA005054-017,0.0039,,mg/L,23.3,0.0004,-0.0005,2,,,0.0003,0.0003,0.0004
,SA005054-018,0.2466,,mg/L,0.9,0.0223,-0.0005,20.05,,,0.022,0.0224,0.0223
,SA005054-019,0.1599,,mg/L,1.6,0.0145,-0.0005,20.04,,,0.0143,0.0147,0.0143
,SA005054-020,0.2638,,mg/L,1.3,0.0238,-0.0002,20.08,,,0.0235,0.0239,0.0241
,PATRON,0.5093,,mg/L,1.2,0.0161,-0.0001,,,,0.0163,0.0159,0.016
,BLANCO,0.0092,,mg/L,>100,0.0003,-0.0006,,,,-0.0002,0.0004,0.0006
,BLANCO REACTIVO,0,,mg/L,12.1,0.0006,-0.0008,,,,0.0007,0.0007,0.0005
,SA005054-021,0.4444,,mg/L,1.4,0.0399,-0.0012,20.05,,,0.0396,0.0405,0.0395
,SA005054-022,0.3859,,mg/L,1.3,0.0347,-0.0012,20.06,,,0.0349,0.0342,0.035
,SA005054-023,0.2806,,mg/L,2.4,0.0253,-0.0011,20.04,,,0.0247,0.0253,0.0259
,SA005054-024,0.2086,,mg/L,1.5,0.0188,-0.001,20.02,,,0.0186,0.0187,0.0191
,SA005054-025,0.1865,,mg/L,1.9,0.0169,-0.0014,20.04,,,0.0165,0.0169,0.0171
,PATRON,0.4852,,mg/L,1.6,0.0153,-0.0004,,,,0.0155,0.0154,0.015
