PATRON,0.4982,,mg/L,0.4,0.0636,0.0006,1,1,1,0.0638,0.0637,0.0633
BLANCO,-0.002,,mg/L,>100,-0.0003,0,1,1,1,-0.0008,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,63.9,0.0001,-0.0003,1,1,1,0.0001,0.0001,0
H KCA PO,0.0011,,mg/L,>100,0.0001,0.0016,1,1,1,0.0002,0.0004,-0.0002
H KCA PO,-0.0001,,mg/L,>100,0,0.0017,1,1,1,-0.0002,-0.0001,0.0002
H KCA PO,0.002,,mg/L,>100,0.0003,0.0014,1,1,1,0.0005,0.0004,-0.0001
PATRON,0.4963,,mg/L,0.5,0.0634,0,1,1,1,0.0635,0.063,0.0636
H KCA PO,-0.0007,,mg/L,>100,-0.0001,0.0017,1,1,1,0.0009,-0.0007,-0.0005
H KCA PO,0.0021,,mg/L,>100,0.0003,0.0013,1,1,1,0.0001,0.001,-0.0002
PATRON,0.4959,,mg/L,0.9,0.0633,-0.0001,1,1,1,0.0631,0.064,0.0629
BLANCO,-0.0026,,mg/L,88,-0.0003,-0.0004,1,1,1,-0.0006,-0.0004,0
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0005,1,1,1,0.0002,-0.0001,0.0002
M1 PO,0.0001,,mg/L,>100,0,0.0016,1,1,1,0,-0.0003,0.0003
M2 PO,0.0009,,mg/L,73.6,0.0001,0.0014,1,1,1,0,0.0002,0.0002
M3 PO,0.0018,,mg/L,>100,0.0002,0.0013,1,1,1,0.0004,-0.0002,0.0005
M4 PO,0.0022,,mg/L,>100,0.0003,0.0011,1,1,1,0,0.0007,0.0002
PATRON,0.5039,,mg/L,0.5,0.0643,-0.0002,1,1,1,0.064,0.0647,0.0643
P KCA PO,0.0054,,mg/L,10.4,0.0007,0.0008,1,1,1,0.0006,0.0007,0.0008
PATRON,0.5033,,mg/L,0.7,0.0643,-0.0008,1,1,1,0.0648,0.0639,0.064
BLANCO,0.0049,,mg/L,56.3,0.0006,-0.0013,1,1,1,0.0007,0.0009,0.0002
BLANCO REACTIVO,0,,mg/L,43.1,0.0012,-0.0018,1,1,1,0.0012,0.0018,0.0007
CELDA 8,-0.0033,,mg/L,68.7,-0.0004,-0.0003,1,1,1,-0.0004,-0.0002,-0.0008
PATRON,0.493,,mg/L,0.8,0.063,-0.0025,1,1,1,0.0628,0.0626,0.0636
H KCA PE,-0.003,,mg/L,>100,-0.0004,0.0002,1,1,1,-0.0003,-0.0008,-0.0001
H KCA PE,-0.0032,,mg/L,59.6,-0.0004,0.0002,1,1,1,-0.0003,-0.0007,-0.0002
H KCA PE,-0.0084,,mg/L,38.8,-0.0011,0.0008,1,1,1,-0.0006,-0.0014,-0.0012
PATRON,0.4816,,mg/L,0.9,0.0615,-0.0021,1,1,1,0.0613,0.0611,0.0622
H KCA PE,-0.0029,,mg/L,>100,-0.0004,0,1,1,1,-0.0002,-0.0009,-0.0001
H KCA PE,-0.0021,,mg/L,>100,-0.0003,-0.0002,1,1,1,0,-0.0007,-0.0001
PATRON,0.4832,,mg/L,1,0.0617,-0.0025,1,1,1,0.061,0.0622,0.062
BLANCO,-0.0031,,mg/L,36.9,-0.0004,-0.0028,1,1,1,-0.0004,-0.0006,-0.0003
BLANCO REACTIVO,0,,mg/L,19.5,0.0012,-0.002,1,1,1,0.0015,0.0011,0.0011
M1 PE,0.0013,,mg/L,>100,0.0002,-0.0005,1,1,1,0.0004,-0.0001,0.0002
M2 PE,0.0015,,mg/L,>100,0.0002,-0.0006,1,1,1,0.0009,-0.0001,-0.0003
M3 PE,-0.0018,,mg/L,57.7,-0.0002,-0.0002,1,1,1,-0.0004,-0.0001,-0.0002
M4 PE,0.0007,,mg/L,>100,0.0001,-0.0006,1,1,1,0.0003,-0.0004,0.0004
PATRON,0.5008,,mg/L,0.5,0.064,-0.0027,1,1,1,0.0639,0.0636,0.0643
BLANCO,0.0003,,mg/L,>100,0,-0.0032,1,1,1,0.0004,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,5.6,0.0013,-0.0022,1,1,1,0.0013,0.0014,0.0013
P KCA PE,0.0002,,mg/L,>100,0,-0.0007,1,1,1,-0.0001,0,0.0002
ELY 1,-0.0024,,mg/L,91.8,-0.0003,-0.0005,1,1,1,-0.0005,0,-0.0005
ELY 2,-0.0009,,mg/L,46.3,-0.0001,-0.0006,1,1,1,-0.0002,-0.0001,-0.0001
PATRON,0.5021,,mg/L,0.7,0.0641,-0.0031,1,1,1,0.0639,0.0638,0.0646
ELY 3,-0.0022,,mg/L,>100,-0.0003,-0.0006,1,1,1,-0.0007,-0.0001,-0.0001
ELY 4,-0.001,,mg/L,>100,-0.0001,-0.0007,1,1,1,0,-0.0004,-0.0001
PATRON,0.4903,,mg/L,0.4,0.0626,-0.0035,1,1,1,0.0624,0.0628,0.0628
BLANCO,-0.0031,,mg/L,>100,-0.0004,-0.0035,1,1,1,-0.0009,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,11.3,0.0014,-0.0025,1,1,1,0.0016,0.0013,0.0013
ELY P,-0.0018,,mg/L,96.6,-0.0002,-0.0008,1,1,1,-0.0005,-0.0001,-0.0001
PATRON,0.4994,,mg/L,0.9,0.0638,-0.0032,1,1,1,0.0632,0.0643,0.0638
BLANCO,0.0046,,mg/L,33.8,0.0006,-0.0046,1,1,1,0.0007,0.0004,0.0007
BLANCO REACTIVO,0,,mg/L,40.2,0.0018,-0.0029,1,1,1,0.001,0.0025,0.002
