PATRON,4.854,,mg/L,0.7,0.0502,1,1,1,0.0503,0.0505,0.0499
BLANCO,-0.0129,,mg/L,19,-0.0001,1,1,1,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,63.5,-0.0001,1,1,1,0,-0.0002,-0.0002
FASE 1,0.0141,,mg/L,53.2,0.0001,1,1,1,0.0001,0.0002,0.0002
PATRON,4.9178,,mg/L,0.8,0.0509,1,1,1,0.0508,0.0505,0.0513
FASE 2,0.0013,,mg/L,>100,0,1,1,1,0.0001,-0.0001,0
FASE 3,0.0117,,mg/L,>100,0.0001,1,1,1,0.0004,-0.0001,0
PATRON,4.8696,,mg/L,0.8,0.0504,1,1,1,0.05,0.0507,0.0504
BLANCO,-0.036,,mg/L,39.7,-0.0004,1,1,1,-0.0004,-0.0002,-0.0005
BLANCO REACTIVO,0,,mg/L,4.7,-0.0005,1,1,1,-0.0005,-0.0005,-0.0005
VSP NORTE,0.0157,,mg/L,53,0.0002,1,1,1,0.0001,0.0002,0.0002
CELDA 8.1,0.008,,mg/L,54.8,0.0001,1,1,1,0.0001,0.0001,0
CELDA 8.2,0.0213,,mg/L,18.7,0.0002,1,1,1,0.0003,0.0002,0.0002
CELDA 8.3,0.4272,,mg/L,1.4,0.0045,1,1,1,0.0045,0.0044,0.0046
PATRON,4.9031,,mg/L,1.3,0.0507,1,1,1,0.0515,0.0504,0.0502
BLANCO,-0.0142,,mg/L,37.8,-0.0001,1,1,1,-0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,17,-0.0008,1,1,1,-0.001,-0.0008,-0.0007
