PATRON,4.9811,,mg/L,4.9,0.0515,1,1,1,0.0541,0.0513,0.0491
BLANCO,0.0055,,mg/L,30.3,0.0001,1,1,1,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,14.8,0.0009,1,1,1,0.0009,0.0007,0.0009
FASE 1,0.0113,,mg/L,59.3,0.0001,1,1,1,0.0001,0.0002,0.0001
FASE 2,0.0338,,mg/L,29.8,0.0004,1,1,1,0.0003,0.0003,0.0005
FASE 3,0.0294,,mg/L,20.2,0.0003,1,1,1,0.0002,0.0003,0.0003
VSP NORTE,0.0381,,mg/L,39.3,0.0004,1,1,1,0.0003,0.0004,0.0006
CELDA 8.1,0.0359,,mg/L,41.9,0.0004,1,1,1,0.0005,0.0004,0.0002
CELDA 8.2,0.0189,,mg/L,72.5,0.0002,1,1,1,0.0004,0.0002,0.0001
CELDA 8.3,0.0532,,mg/L,27.9,0.0006,1,1,1,0.0007,0.0006,0.0004
PATRON,4.9973,,mg/L,6.9,0.0517,1,1,1,0.0486,0.0508,0.0556
BLANCO,0.0021,,mg/L,>100,0,1,1,1,0,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,26.7,0.0008,1,1,1,0.0006,0.0008,0.0011
