Analista,,,,,,,,,
Fecha de inicio,27/03/2023 01:44 a. m.  GMT: 27/03/2023 07:44 a. m.,,,,,,,,
Hoja de trabajo,SA000776-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0167,,mg/L,0.5,0.144,0.1446,0.1431,0.1443
,BLANCO,-0.0015,,mg/L,57.5,-0.0002,-0.0003,-0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,5.2,-0.0005,-0.0006,-0.0005,-0.0005
,SA000760-002,1.5723,,mg/L,0.4,0.0092,0.0092,0.0092,0.0092
,SA000760-003,1.4084,,mg/L,0.9,0.0082,0.0081,0.0082,0.0082
,SA000760-004,0.7006,,mg/L,1.2,0.0041,0.004,0.0041,0.0041
,SA000760-005,0.7021,,mg/L,4.7,0.0041,0.0041,0.0039,0.0043
,SA000760-007,0.7941,,mg/L,1.4,0.0046,0.0046,0.0047,0.0046
,PATRON,0.9991,,mg/L,0.9,0.1416,0.1431,0.141,0.1407
,SA000760-008,1.0276,,mg/L,1.7,0.006,0.0061,0.006,0.0059
,SA000760-011,0.8051,,mg/L,1.6,0.0047,0.0046,0.0047,0.0048
,PATRON,0.9901,,mg/L,1.1,0.1404,0.1412,0.1386,0.1413
,BLANCO,0.0017,,mg/L,47.1,0.0002,0.0002,0.0004,0.0001
,BLANCO REACTIVO,0,,mg/L,36,-0.0004,-0.0005,-0.0002,-0.0005
